version,date,run_id,record_stamp,previous,proposed,after_damping,applied,clamp_kind,clamp_movement,held_reason,settled,discard_share,fall_weight,rise_weight,max_down_step,max_up_step,step_change_multiple,daily_shift,typical_shift,pairs_in_band,pairs_judged,pairs_usable,disagreement_rate,unclear_rate,negatives_on_record,above_line_on_record,days_on_record,merge_count,scorer_model,cosine_weight,key_point_weight,judge_model,prompt_digest,grammar_digest
2026-09-19,2026-09-18,2026-09-18-35339202390,2bb112d6db86d374bfcbd7a44250b85b63d098a2aec4c53965b0f2b59c4a675a,0.94,,,0.94,none,0.0,sheet_too_small,False,0.03,0.5,0.15,0.01,0.003,5.0,,,82,82,72,0.12195121951219512,0.0,8,12,1,1,all-minilm-l6-v2-quantized,1.0,0.0,qwen3-5-9b-q4-k-m,4f993862de58effa6954ee6ddb8bfaad98e1ee89428fa7885754703b095d51f5,c1d1b9dc902a79bd8eb0bdb775417a4329cbda9fe53aeabebfd87052854115c4
