version,run_id,date,feed_id,checked_at,outcome,status,items,detail
2026-08-23T12:00,2026-08-23-4,2026-08-23,japan-times,2026-08-23T19:27:33Z,ok,200,30,
2026-08-23T12:00,2026-08-23-4,2026-08-23,jpost,2026-08-23T19:27:33Z,ok,200,30,
2026-08-23T12:00,2026-08-23-4,2026-08-23,lemonde-en,2026-08-23T19:27:33Z,ok,200,18,
2026-08-23T12:00,2026-08-23-4,2026-08-23,nikkei-asia,2026-08-23T19:27:33Z,ok,200,50,
2026-08-23T12:00,2026-08-23-4,2026-08-23,npr-world,2026-08-23T19:27:33Z,ok,200,10,
2026-08-23T12:00,2026-08-23-4,2026-08-23,nyt-world,2026-08-23T19:27:33Z,ok,200,57,
2026-08-23T12:00,2026-08-23-4,2026-08-23,scmp-news,2026-08-23T19:27:33Z,ok,200,50,
2026-08-23T12:00,2026-08-23-4,2026-08-23,sky-world,2026-08-23T19:27:33Z,ok,200,10,
2026-08-23T12:00,2026-08-23-4,2026-08-23,the-diplomat,2026-08-23T19:27:33Z,ok,200,96,
2026-08-23T12:00,2026-08-23-4,2026-08-23,thehindu-intl,2026-08-23T19:27:33Z,ok,200,60,
2026-08-23T12:00,2026-08-23-4,2026-08-23,wapo-world,2026-08-23T19:27:33Z,ok,200,2,
