version,date,run_id,item_id,url_key,canonical_url,vertical,source_id,stage,outcome,code,http_status,source_chars,source_words,summary_words,detail,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,source_words_before_cap,shard,job,span_integrity,elements_found,element_class,model_calls,label_kind,label_prefill_ms,label_decode_ms,label_input_tokens,label_output_tokens,label_cached_tokens,summary_kind,summary_prefill_ms,summary_decode_ms,summary_input_tokens,summary_output_tokens,summary_cached_tokens,truncation_cap_tokens,selection_score,authority_score,tier_score,feed_weight,feed_reliability,lens_bonus,recency_bonus,carriage_step,watchlist_bonus,carried_by,watchlist_hit,on_front_page,tier,source_form,published_at,time_source,item_started_at,item_ended_at,item_index,shard_item_count,queue_wait_ms,fetch_connect_ms,fetch_ttfb_ms,robots_ms,retry_count,retry_total_ms,label_ms,summary_ms,visual_plan_ms,visual_plan_ms_is_estimate,faithfulness_ms,model_wait_ms,item_total_ms,stage_gap_ms,visual_plan_tokens_written,label_cache_pct,summary_cache_pct,slot_id,kv_tokens_at_start,prefix_shared_with_previous,label_prefill_tokens_per_s,label_decode_tokens_per_s,summary_prefill_tokens_per_s,summary_decode_tokens_per_s,label_finish_reason,summary_finish_reason,recovered,cpu_model,cpu_busy_pct,cpu_busy_max,cpu_busy_min,cpu_steal_pct,load_1m,llama_rss_bytes,llama_rss_anon_bytes,llama_rss_peak_bytes,llama_major_faults,python_rss_bytes,python_rss_anon_bytes,model_id,model_quantisation,n_ctx_configured,n_parallel,n_threads,n_batch,weights_pinned,label_budget_tokens,summary_budget_tokens,run_visual_decision,temperature,failed_field,failed_rule,os_mem_available_bytes,os_mem_total_bytes,os_mem_cached_bytes,os_swap_free_bytes,os_swap_total_bytes,os_mem_available_min_bytes
2026-09-22,2026-09-25,2026-09-25-36110083579,ai-2ft41cjvv0nt15mt,13f440b25bd82ba0969a5a6039cac394463e0f49dd7aecc37027dbf2e0b8774e,https://straitstimes.com/business/lagarde-succession-race-at-ecb-is-heating-up-as-schnabel-exits,ai,straitstimes-business,publish,ok,,,5768,924,95,,820,61,699393,404961,294382,9226,1489,5830,924,0,work,True,12,unclassified,2,label,247277,237960,3985,1212,1849,summarize_and_plan,157684,56422,5241,277,3981,,2.072084,1.0,1.0,1.0,1.0,0.0,0.5720843715821892,0.0,0.5,1,True,False,1,article,2026-09-25T06:41:00Z,feed,2026-09-25T07:58:59Z,2026-09-25T09:14:17Z,0,20,3811753,43,373,349,0,0,485248,214119,22813,True,5880,50,706188,34,112,46.4,75.96,0,5196,True,8.64,5.09,7.99,4.91,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.09,99.99,97.17,0.0,5.38,11369611264,5683896320,11402211328,0,1041928192,463953920,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,True,0.2,,,3862089728,16766414848,8881061888,3221221376,3221221376,3862089728
2026-09-22,2026-09-25,2026-09-25-36110083579,ai-0j7v2tvg3ghfn4x7,048fb16b701c22fa93a76565301db14c72021fc7870efd4f84693c17726b3e94,https://straitstimes.com/opinion/what-a-cholera-map-can-teach-us-about-trusting-ai,ai,straitstimes-opinion,extract,failed,paywalled,,0,0,,publisher declared a paywall,459,0,,,,,,,,0,work,,,,,,,,,,,,,,,,,,1.515922,1.0,1.0,1.0,1.0,0.0,0.5159223187701169,0.0,0.0,1,False,False,1,article,2026-09-25T04:00:00Z,feed,2026-09-25T07:59:00Z,2026-09-25T07:59:01Z,1,20,,38,403,0,0,0,,,,,,,461,2,,,,,,,,,,,,,,AMD EPYC 7763 64-Core Processor,,,,,,,,,,,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,,0.2,,,,,,,,
2026-09-22,2026-09-25,2026-09-25-36110083579,energy-374agbgyj883fh85,19c8a82e1e921037c505253ffe7099e9ceacee117641ddc8e5629593ce2bdb70,https://pv-magazine.com/2026/09/25/trane-unveils-cold-climate-heat-pump-operating-down-to-29-c,energy,pv-magazine,publish,ok,,,3189,506,67,,1427,58,833044,521245,311725,10561,1557,5915,506,0,work,True,49,chartable,2,label,515345,261569,4603,1313,0,summarize_and_plan,5900,50156,5958,244,5915,,1.186616,0.6,0.6,1.0,1.0,0.0,0.5866159118331057,0.0,0.0,1,False,False,2,article,2026-09-25T07:20:05Z,feed,2026-09-25T07:59:01Z,2026-09-25T08:13:11Z,2,20,13997,147,900,335,0,0,776940,56069,24256,True,1389,74,836031,113,118,0.0,99.28,0,5915,False,8.93,5.02,7.29,4.86,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.22,99.99,96.8,0.0,4.25,10220904448,4533903360,10271014912,0,1004384256,426426368,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,True,0.2,,,5029560320,16766414848,9881628672,3221221376,3221221376,5029560320
2026-09-22,2026-09-25,2026-09-25-36110083579,business-economy-xyf6dj1f86n0zgfe,ef9e66c82f41aa0fc1eee9466cbde5d0bdb6d91f8c083b336027bb414ac2e799,https://channelnewsasia.com/business/australia-steps-up-response-ai-after-openai-bot-breaches-health-system-database-6410296,business-economy,cna-business,publish,ok,,,5332,837,96,,824,138,520326,223718,296429,8773,1514,6829,837,0,work,True,9,chartable,2,label,217922,238111,3749,1232,1849,summarize_and_plan,5796,58318,5024,282,4980,,1.659838,0.6,0.6,1.0,1.0,0.0,0.559837759909984,0.0,0.5,1,True,False,2,article,2026-09-25T06:07:17Z,feed,2026-09-25T07:59:02Z,2026-09-25T09:23:00Z,3,20,4514148,220,107,395,0,0,456172,64128,23989,True,2623,179,523943,32,116,49.32,99.12,0,4980,True,8.72,5.17,7.59,4.84,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.61,99.99,96.87,0.0,4.61,11686109184,6000394240,11728850944,0,1036791808,458817536,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,True,0.2,,,3555213312,16766414848,8631554048,3221221376,3221221376,3539542016
2026-09-22,2026-09-25,2026-09-25-36110083579,business-economy-cfbzvj7ke954g5c5,63d7fdc8f3724a481585f5ba34ae3f751344579ed3ca5fcab2385fda126ffc91,https://theguardian.com/business/live/2026/sep/25/uk-consumer-confidence-burnham-bounce-bank-of-england-oil-inflation-stock-markets-bonds-latest-news-updates,business-economy,guardian-business,publish,ok,,,7168,1179,36,,272,221,834418,359914,474350,11557,2270,8516,1179,0,work,True,27,chartable,2,label,353809,377039,4847,1821,1849,summarize_and_plan,6105,97311,6710,449,6667,,1.191202,0.6,0.6,1.0,1.0,0.0,0.5912018452162705,0.0,0.0,1,False,False,2,article,2026-09-25T07:32:13Z,feed,2026-09-25T07:59:03Z,2026-09-25T09:37:00Z,4,20,5036635,29,121,97,0,0,730959,103430,74338,True,5184,154,840114,19,343,38.15,99.36,0,6667,True,8.47,4.83,7.04,4.61,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.53,99.99,96.88,0.0,5.44,12117299200,6431584256,12117299200,0,1036996608,459022336,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,True,0.2,,value_error,3132207104,16766414848,8295915520,3221221376,3221221376,3132207104
2026-09-22,2026-09-25,2026-09-25-36110083579,business-economy-0tm6vpgakhr64r2z,06a86dda0a9c7062605f6fd0b234c158bf44ecfbeb123e6417665eba6b873511,https://bbc.co.uk/news/articles/cxq63dqp93n1o?at_campaign=rss&at_medium=RSS,business-economy,bbc-business,publish,ok,,,5523,917,113,,429,94,359040,213355,145530,7958,763,6109,917,0,work,True,1,narrative,2,label,207696,115314,3654,607,1849,summarize_and_plan,5659,30216,4304,156,4260,,1.171827,0.6,0.6,1.0,1.0,0.0,0.5718274135031551,0.0,0.0,1,False,False,2,article,2026-09-25T06:40:18Z,feed,2026-09-25T07:59:04Z,2026-09-25T09:43:05Z,5,20,5875732,30,15,361,0,0,323136,35884,,,6294,155,365893,36,,50.6,98.98,0,4260,True,8.69,5.26,7.78,5.16,stop,stop,False,AMD EPYC 7763 64-Core Processor,97.63,99.99,96.87,0.0,5.12,12505231360,6819934208,12505231360,0,1044992000,467017728,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,False,0.2,,,2742792192,16766414848,7738720256,3221159936,3221221376,2537811968
2026-09-22,2026-09-25,2026-09-25-36110083579,world-xz1r8ce8qqz1h1gk,efc38431c8bdfe188613dd00ff1df29b42d80192d1aab70cf2855767c4952ad8,https://news.cgtn.com/news/2026-09-25/Watch-Xi-Jinping-arrives-at-White-House-for-welcome-banquet-1QIyQIage0E/p.html,world,cgtn-china,publish,ok,,,343,60,52,,1180,75,322884,255318,67495,5070,382,2662,60,0,work,True,0,narrative,2,label,250212,52604,2365,298,0,summarize_and_plan,5106,14891,2705,84,2662,,1.455942,1.0,1.0,1.0,1.0,0.0,0.4559423405517768,0.0,0.0,1,False,False,1,article,2026-09-25T00:47:26Z,feed,2026-09-25T07:59:04Z,2026-09-25T08:18:34Z,6,20,845302,107,52,944,0,0,302865,20004,,,227,71,324384,18,,0.0,98.41,0,2662,False,9.45,5.66,8.42,5.64,stop,stop,False,AMD EPYC 7763 64-Core Processor,97.84,99.98,96.78,0.0,4.95,10549583872,4862582784,10590003200,0,1013280768,435322880,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,False,0.2,,,4693446656,16766414848,9881923584,3221221376,3221221376,4663308288
2026-09-22,2026-09-25,2026-09-25-36110083579,world-3ftk2jwqhy27wbqh,1bf5314b978f847e2ef14d3a14fd2a50202a0268155dddb5faf7ee9d7d3337e5,https://euronews.com/2026/09/25/trump-pays-tribute-after-man-wounded-during-2024-butler-rally-shooting-dies,world,euronews,publish,ok,,,1475,222,67,,772,72,251659,105500,146125,6204,797,5267,222,0,work,True,4,unclassified,2,label,100199,123797,2743,676,1849,summarize_and_plan,5301,22328,3461,121,3418,,1.197496,0.6,0.6,1.0,1.0,0.0,0.5974957909574273,0.0,0.0,1,False,False,2,article,2026-09-25T07:48:43Z,feed,2026-09-25T07:59:05Z,2026-09-25T08:22:46Z,7,20,1167586,261,83,398,0,0,224006,27636,,,611,34,253139,25,,67.41,98.76,0,3418,True,8.92,5.46,8.11,5.42,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.84,99.99,97.35,0.0,5.78,10601525248,4914524160,10645045248,0,1004621824,426663936,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,False,0.2,,,4622495744,16766414848,9882316800,3221221376,3221221376,4595740672
2026-09-22,2026-09-25,2026-09-25-36110083579,world-e7e921fvfc78nq1q,71dc9105fb7b0e8adc371748f95e0835b55d33a956389a380000a3d66c5de322,https://abc.net.au/news/2026-09-25/police-security-officer-tim-morrison-not-guilty-of-dv-charges/107195548,world,abc-au-world,publish,ok,,,516,81,66,,769,76,127898,66393,61475,5077,342,4482,81,0,work,True,0,narrative,2,label,61288,41874,2401,233,1849,summarize_and_plan,5105,19601,2676,109,2633,,1.190039,0.6,0.6,1.0,1.0,0.0,0.5900393886342151,0.0,0.0,1,False,False,2,article,2026-09-25T07:29:09Z,feed,2026-09-25T07:59:06Z,2026-09-25T08:24:54Z,8,20,1419035,41,359,324,0,0,103170,24713,,,314,30,129079,22,,77.01,98.39,0,2633,True,9.01,5.56,8.42,5.56,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.63,99.88,97.44,0.0,5.23,10645274624,4958273536,10645274624,0,1020600320,442642432,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,False,0.2,,,4595314688,16766414848,9882656768,3221221376,3221221376,4595314688
2026-09-22,2026-09-25,2026-09-25-36110083579,world-w487jxd7bta0fyat,e1107975a75e9407f95a33f9447406215dc7be21872125461715f94e4126d413,https://aa.com.tr/en/world/turkish-foreign-minister-attends-mecca-defense-pact-meeting/4068786,world,anadolu-world,publish,ok,,,1533,226,66,,4510,100,193309,100823,92454,5859,514,4962,226,0,work,True,3,unclassified,2,label,95594,73789,2703,411,1849,summarize_and_plan,5229,18665,3156,103,3113,,1.179134,0.6,0.6,1.0,1.0,0.0,0.5791341960363154,0.0,0.0,1,False,False,2,article,2026-09-25T07:00:05Z,feed,2026-09-25T07:59:07Z,2026-09-25T08:28:08Z,9,20,1542659,690,347,1993,0,0,169391,23902,,,554,32,198496,23,,68.41,98.64,0,3113,True,8.93,5.57,8.22,5.52,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.56,99.99,97.33,0.0,5.55,10645622784,4958621696,10645622784,0,1043820544,465862656,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,2048,True,6491,4160,False,0.2,,,4574814208,16766414848,9883484160,3221221376,3221221376,4574814208
