version,date,run_id,shard,shards,scraped_at,prompt_tokens_total,prompt_tokens_cached_total,prompt_seconds_total,tokens_predicted_total,tokens_predicted_seconds_total,n_decode_total,n_tokens_max,n_busy_slots_per_decode,job_seconds,cpu_model,cpu_busy_pct,peak_rss_bytes,model_load_ms,n_ctx_configured,python_peak_rss_bytes,cgroup_peak_bytes,job
2026-09-17,2026-09-19,2026-09-19-35447179103,0,4,2026-09-19T16:23:50Z,39337,113387,4106.81,21990,4341.39,22094,8236,1.0,8716,AMD EPYC 7763 64-Core Processor,96.38,13592563712,4039.444,65536,1968103424,,work
