version,date,run_id,job,shard,fingerprint,cpu_model,cpu_vendor,cpu_family,cpu_model_number,cpu_stepping,microcode,cores,threads,l3_cache_bytes,mhz_max,mhz_at_probe,flags,boot_seconds,memcpy_gib_s,memcpy_probe_mib,vm_size,vm_location,vm_zone,vm_fault_domain,runner_name,measured_at,model_load_ms,job_seconds,server_prompt_tokens,server_prompt_seconds
2026-09-18,2026-09-19,2026-09-19-35447179103,plan,0,7b85fba03e3e11e3,Intel(R) Xeon(R) 6973P-C,GenuineIntel,6,173,1,0xffffffff,2,4,503316480,,2911.00975,amx_bf16 amx_int8 amx_tile avx2 avx512_bf16 avx512_fp16 avx512_vnni avx512f avx_vnni f16c fma sse4_2,607.52,25.075368407978065,512,Standard_D4ds_v7,centralus,,0,GitHub Actions 1000034334,2026-09-19T13:57:47Z,,,,
2026-09-18,2026-09-19,2026-09-19-35447179103,work,0,5301d30a5a74b44c,AMD EPYC 7763 64-Core Processor,AuthenticAMD,25,1,1,0xffffffff,2,4,33554432,,2645.0654999999997,avx2 f16c fma sse4_2,279.26,37.9040644338993,512,Standard_D4ads_v5,WestUS3,,0,GitHub Actions 1000034335,2026-09-19T14:01:03Z,4039.444,8718,,
2026-09-18,2026-09-19,2026-09-19-35447179103,work,1,5301d30a5a74b44c,AMD EPYC 7763 64-Core Processor,AuthenticAMD,25,1,1,0xffffffff,2,4,33554432,,2644.3642499999996,avx2 f16c fma sse4_2,699.21,41.785672261214756,512,Standard_D4ads_v5,eastus,,0,GitHub Actions 1000034337,2026-09-19T14:00:06Z,4292.421,10055,,
2026-09-18,2026-09-19,2026-09-19-35447179103,work,2,5301d30a5a74b44c,AMD EPYC 7763 64-Core Processor,AuthenticAMD,25,1,1,0xffffffff,2,4,33554432,,2645.1665,avx2 f16c fma sse4_2,854.08,40.19261103052094,512,Standard_D4ads_v5,eastus2,,0,GitHub Actions 1000034336,2026-09-19T14:00:39Z,4403.747,7395,,
2026-09-18,2026-09-19,2026-09-19-35447179103,work,3,5301d30a5a74b44c,AMD EPYC 7763 64-Core Processor,AuthenticAMD,25,1,1,0xffffffff,2,4,33554432,,2846.61175,avx2 f16c fma sse4_2,568.04,42.50211479896236,512,Standard_D4ads_v5,northcentralus,,0,GitHub Actions 1000034338,2026-09-19T14:00:53Z,4449.691,7904,,
