date,run_id,item_id,vertical,model_id,attempt,hhem,hhem_full,hhem_delta,truncation_flagged,coverage,compression,extractiveness,verbatim_run,unsupported_numbers,hedge_dropped,extraction_suspect,band,source_word_count,source_seen_word_count,summary_word_count,pipeline_fingerprint,output_digest,determinism_violation,scorer_version,scored_at,score_ms,evidential_density,speculative_density,self_repetition,source_digest,new_fact_rate
2026-08-23,2026-08-23-1,india-01,india,qwen3-8b-q4-k-m,1,0.9651014804840088,0.9651014804840088,0.0,False,0.5555555555555556,0.11884753901560624,0.3020833333333333,0.13131313131313133,0,False,False,high,833,833,99,3090231ddecd1ea99f053ebdd59456210f800c6d246fa6632f157afb58321513,8c19daa9a1355b32ec1b7e296daaace37925fcd47f8e4dd249567e5892e97f08,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-1;bands=0.80/0.50,2026-08-23T10:48:48Z,4781,,,,,
2026-08-23,2026-08-23-1,india-03,india,qwen3-8b-q4-k-m,1,0.9778355956077576,0.9778355956077576,0.0,False,0.8333333333333334,0.27540106951871657,0.18181818181818182,0.07766990291262135,0,False,False,high,375,375,103,3090231ddecd1ea99f053ebdd59456210f800c6d246fa6632f157afb58321513,818e41851cd742a01b30da6881bcb9f559b5b4e398ca65bfcbde1ec139607e53,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-1;bands=0.80/0.50,2026-08-23T10:51:40Z,2125,,,,,
2026-08-23,2026-08-23-1,world-01,world,qwen3-8b-q4-k-m,1,0.8858968615531921,0.8858968615531921,0.0,False,0.3,0.2144177449168207,0.11504424778761062,0.0603448275862069,0,False,False,high,540,540,116,3090231ddecd1ea99f053ebdd59456210f800c6d246fa6632f157afb58321513,7448f80a49d6dcb89e54ae9f07a344893f910d6ec60f883489aa65ab65abcd67,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-1;bands=0.80/0.50,2026-08-23T10:49:42Z,3294,,,,,
2026-08-23,2026-08-23-1,world-02,world,qwen3-8b-q4-k-m,1,0.9655729532241821,0.9655729532241821,0.0,False,0.42857142857142855,0.2909930715935335,0.36585365853658536,0.10317460317460317,0,False,False,high,432,432,126,3090231ddecd1ea99f053ebdd59456210f800c6d246fa6632f157afb58321513,73895a6ffcb34309d582c9367805fc7e874556befd8039a821b7492063af8e9f,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-1;bands=0.80/0.50,2026-08-23T10:50:03Z,2437,,,,,
2026-08-23,2026-08-23-1,world-03,world,qwen3-8b-q4-k-m,1,0.9579411149024963,0.9579411149024963,0.0,False,0.75,0.1697792869269949,0.27835051546391754,0.12,0,False,False,high,583,583,100,3090231ddecd1ea99f053ebdd59456210f800c6d246fa6632f157afb58321513,311b2699c5f66b2c1a2e38b2af81f8e0e2aacf8589ead46f53984e015053266e,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-1;bands=0.80/0.50,2026-08-23T10:44:37Z,2057,,,,,
2026-08-23,2026-08-23-3,ai-1050267911,ai,qwen3-8b-q4-k-m,1,0.8643962740898132,0.8643962740898132,0.0,False,0.25,0.1465863453815261,0.0,0.02054794520547945,0,True,False,high,978,978,146,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,f863489291ac8a14ffb3927f8ad27370d84a46af3362422db59062868b6f3af1,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:29:43Z,8482,0.0,0.006024096385542169,,,
2026-08-23,2026-08-23-3,ai-9233590623,ai,qwen3-8b-q4-k-m,1,0.8532909750938416,0.8532909750938416,0.0,False,0.6666666666666666,0.15348837209302327,0.015503875968992248,0.030303030303030304,0,False,False,high,839,839,132,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,6f84ea43cd7307990f1d3d6201c48b9e600a4328455da0634fcd7018ba64b7eb,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:29:33Z,5071,0.0011627906976744186,0.0011627906976744186,,,
2026-08-23,2026-08-23-3,ai-2501581270,ai,qwen3-8b-q4-k-m,1,0.8456193208694458,0.8456193208694458,0.0,False,0.0,0.09770992366412214,0.12295081967213115,0.0703125,0,True,False,high,1310,1310,128,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,0a6bf7d0623639aefca69392f3d9a45342481fe7715115d54e8fcc838e92374d,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:29:10Z,5657,0.0,0.003816793893129771,,,
2026-08-23,2026-08-23-3,ai-1570870546,ai,qwen3-8b-q4-k-m,1,0.36256352066993713,0.36256352066993713,0.0,False,0.2,0.10813594232749743,0.058823529411764705,0.047619047619047616,0,False,False,low,982,982,105,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,843c116fb3abe7d66353fc20cadf89d5e336538bf39d7b416fd18039e6f1d5b4,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:32:57Z,9010,0.0,0.0010298661174047373,,,
2026-08-23,2026-08-23-3,ai-1547122696,ai,qwen3-8b-q4-k-m,1,0.825549304485321,0.825549304485321,0.0,False,0.5,0.07964601769911504,0.053691275167785234,0.0457516339869281,0,False,False,high,,1923,153,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,fe80b22aeb6464e2ff66242105557a457fa527457175d886497874e2c3f39d40,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:35:31Z,17782,0.0,0.0005205622071837585,,,
2026-08-23,2026-08-23-3,ai-1817077249,ai,qwen3-8b-q4-k-m,1,0.4155229926109314,0.4155229926109314,0.0,False,1.0,0.07251908396946564,0.007692307692307693,0.03007518796992481,0,False,False,low,1829,1829,133,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,87e588b3d8938f709073c91714216067c824d4d74ece05e6fea2e9577788f017,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:30:39Z,8674,0.0,0.003271537622682661,,,
2026-08-23,2026-08-23-3,ai-9246616514,ai,qwen3-8b-q4-k-m,1,0.7063769698143005,0.7063769698143005,0.0,False,0.6666666666666666,0.0811232449297972,0.11920529801324503,0.05128205128205128,0,False,False,medium,,1923,156,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,275cd9b9f4d6a16df719d1db4785ec4edd9e572aa42eb1c154fc562efca79eae,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:33:15Z,9823,0.0,0.004160166406656267,,,
2026-08-23,2026-08-23-3,ai-9898630143,ai,qwen3-8b-q4-k-m,1,0.9081408977508545,0.9081408977508545,0.0,False,0.5,0.1581769436997319,0.034782608695652174,0.05084745762711865,0,False,False,high,750,750,118,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,01cd1cd8b0c2b4659ee8b5492ca1a8135843540c36e698440128cecdf71e7d87,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:35:27Z,5298,0.0,0.013404825737265416,,,
2026-08-23,2026-08-23-3,ai-4802331035,ai,qwen3-8b-q4-k-m,1,0.20527195930480957,0.20527195930480957,0.0,False,0.14285714285714285,0.1117964533538936,0.09154929577464789,0.05517241379310345,0,False,False,low,1298,1298,145,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,9aa36c155b6a56600eaeacd3aa816f9b90205bb1a8acb915ad18a50c9c829dec,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:39:25Z,9282,0.0,0.0007710100231303007,,,
2026-08-23,2026-08-23-3,ai-4827519089,ai,qwen3-8b-q4-k-m,1,0.9409445524215698,0.9409445524215698,0.0,False,0.4444444444444444,0.11574074074074074,0.010309278350515464,0.04,0,False,False,high,854,854,100,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,6c4d2ab2c9adee28c239ad2c75c63aee8f82b115e009f06e323f01de0fc1ed8c,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:35:12Z,4107,0.0,0.006944444444444444,,,
2026-08-23,2026-08-23-3,ai-4956348321,ai,qwen3-8b-q4-k-m,1,0.9055222868919373,0.9055222868919373,0.0,False,0.5714285714285714,0.09511784511784512,0.05454545454545454,0.05309734513274336,0,False,False,high,1173,1173,113,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,520c1f4e086738cc840c2e91a319a387e19493b25bad81ecc041e662b923c80d,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:38:53Z,8849,0.0008417508417508417,0.009259259259259259,,,
2026-08-23,2026-08-23-3,ai-5984613734,ai,qwen3-8b-q4-k-m,1,0.7782759666442871,0.7782759666442871,0.0,False,0.0,0.06978085351787774,0.37606837606837606,0.12396694214876033,0,False,False,medium,1729,1729,121,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,6b5d6a2084ce08b457a7e039e64007383a8f099224013717f8e8cbde2a09422b,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:43:57Z,13193,0.0,0.00461361014994233,,,
2026-08-23,2026-08-23-3,ai-7859756711,ai,qwen3-8b-q4-k-m,1,0.9487378001213074,0.9487378001213074,0.0,False,0.6,0.20382165605095542,0.13978494623655913,0.08333333333333333,0,False,False,high,470,470,96,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,293b5acfe142baddc4d16f7fa12c141fe77a9010339a0994d00b5c96603f9e61,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:32:59Z,1874,0.0,0.0,,,
2026-08-23,2026-08-23-3,ai-6624204860,ai,qwen3-8b-q4-k-m,1,0.9598701000213623,0.9598701000213623,0.0,False,0.0,0.09550561797752809,0.06896551724137931,0.05042016806722689,0,False,False,high,1230,1230,119,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,6c80f925b782657c27ff6203af6de9b1a27fc6a60fc3a08f6c586e856e7ba3ce,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:42:21Z,9221,0.0,0.00882825040128411,,,
2026-08-23,2026-08-23-3,ai-5521964901,ai,qwen3-8b-q4-k-m,1,0.8362051844596863,0.8362051844596863,0.0,False,0.5333333333333333,0.13375,0.009615384615384616,0.037383177570093455,0,False,False,high,809,809,107,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,0480809e41e4bdaa61ee657b5be4de91bca44f244b1455236c8ea0fccdb77a20,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:47:17Z,7690,0.0,0.00125,,,
2026-08-23,2026-08-23-3,ai-7614223150,ai,qwen3-8b-q4-k-m,1,0.9561452269554138,0.9561452269554138,0.0,False,1.0,0.07784854918612881,0.2336448598130841,0.14545454545454545,0,False,False,high,1406,1406,110,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,8421f3de01a2508599349bb2127d1edbe2e51e49ec42fcd35f0321afd4931918,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:37:31Z,7617,0.0,0.0007077140835102619,,,
2026-08-23,2026-08-23-3,ai-7114136321,ai,qwen3-8b-q4-k-m,1,0.6658897399902344,0.6658897399902344,0.0,False,0.3333333333333333,0.08350730688935282,0.01910828025477707,0.03125,0,False,False,medium,,1923,160,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,533f7868c163a28ce4eb075973788ea9b6c3d37d5b33cd46d773d00bf7ce0410,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:38:52Z,9049,0.0,0.0005219206680584551,,,
2026-08-23,2026-08-23-3,ai-1666287872,ai,qwen3-8b-q4-k-m,1,0.9934224486351013,0.9934224486351013,0.0,False,1.0,0.16279069767441862,0.2345679012345679,0.15476190476190477,0,False,False,high,528,528,84,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,58e0cd0c3ecc5f500931eaf53e7f2208c75fa0f40e20add4ee4e6a4aa009b4a6,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:44:56Z,3279,0.0,0.001937984496124031,,,
2026-08-23,2026-08-23-3,ai-6524923842,ai,qwen3-8b-q4-k-m,1,0.8592758178710938,0.8592758178710938,0.0,False,0.5714285714285714,0.06487341772151899,0.10833333333333334,0.06504065040650407,0,False,False,high,1916,1916,123,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,8957416b23500904c7fd66f7a71b67d5d5f3503572ec91c90d571a6128f29064,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:53:06Z,16459,0.0,0.002109704641350211,,,
2026-08-23,2026-08-23-3,ai-5939791674,ai,qwen3-8b-q4-k-m,1,0.8481782674789429,0.8481782674789429,0.0,False,1.0,0.17714285714285713,0.05084745762711865,0.08064516129032258,0,False,False,high,353,353,62,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,49c1593fa4c9a794d0d38b8f1c6ebce9c15794c93bdee63cd91b2e164455d705,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:40:13Z,1176,0.0,0.0,,,
2026-08-23,2026-08-23-3,ai-3077018692,ai,qwen3-8b-q4-k-m,1,0.7446150183677673,0.7446150183677673,0.0,False,0.3333333333333333,0.2145214521452145,0.14516129032258066,0.15384615384615385,0,False,False,medium,305,305,65,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,e67fb25a964d22e3463874ac4c70a15b53f33618fcf0c116aba4282f74ecb703,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:46:24Z,2125,0.0,0.0033003300330033004,,,
2026-08-23,2026-08-23-3,ai-7756598748,ai,qwen3-8b-q4-k-m,1,0.962848961353302,0.962848961353302,0.0,False,0.5,0.10623946037099494,0.08943089430894309,0.05555555555555555,0,False,False,high,1169,1169,126,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,3bb335dbccd08d58ced86c4f02abde6143b754c0d1c8241b2c713988490c7d66,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:40:56Z,5839,0.0,0.0042158516020236085,,,
2026-08-23,2026-08-23-3,ai-5933860664,ai,qwen3-8b-q4-k-m,1,0.9394950866699219,0.9394950866699219,0.0,False,1.0,0.12310437109723461,0.007407407407407408,0.028985507246376812,0,False,False,high,1121,1121,138,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,850f577e75570d78c4bcc924fddfb0a5a36360955a821b52c82c6f5af789e948,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:42:40Z,4964,0.0,0.007136485280999108,,,
2026-08-23,2026-08-23-3,ai-0678138312,ai,qwen3-8b-q4-k-m,1,0.9611147046089172,0.9611147046089172,0.0,False,0.5,0.13446676970633695,0.0,0.034482758620689655,0,False,False,high,631,631,87,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,b7227efed28773eea6aeebc7341710a09cacd12688c4005dccafe537da96a895,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:48:39Z,4094,0.0,0.0030911901081916537,,,
2026-08-23,2026-08-23-3,ai-1232034201,ai,qwen3-8b-q4-k-m,1,0.9678868055343628,0.9678868055343628,0.0,False,1.0,0.13738959764474976,0.291970802919708,0.07857142857142857,0,False,False,high,1013,1013,140,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,1e1efb78a7c22d955b7ab9bdf17f58b30798e8e7b5b321b0f0811e313556ea0d,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:56:24Z,7896,0.0,0.004906771344455349,,,
2026-08-23,2026-08-23-3,ai-9431337572,ai,qwen3-8b-q4-k-m,1,0.9514589309692383,0.9514589309692383,0.0,False,0.6666666666666666,0.1964573268921095,0.10084033613445378,0.08196721311475409,0,False,False,high,615,615,122,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,8653d51451f235f8d998e8ce0720e2f4552f601681b0c43be56321c1e9c11d7d,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:43:42Z,2697,0.0,0.0,,,
2026-08-23,2026-08-23-3,ai-4266341674,ai,qwen3-8b-q4-k-m,1,0.9756893515586853,0.9756893515586853,0.0,False,1.0,0.1380952380952381,0.04424778761061947,0.04310344827586207,0,False,False,high,848,848,116,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,7535c82578be21e0222f984071b15a3ea14eaf761991be2271b394dace19078b,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:51:14Z,5451,0.0,0.002380952380952381,,,
2026-08-23,2026-08-23-3,ai-4021161971,ai,qwen3-8b-q4-k-m,1,0.9460098743438721,0.9460098743438721,0.0,False,0.5,0.0683491062039958,0.047244094488188976,0.06153846153846154,0,False,False,high,,1923,130,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,85ac8112a62621ecf1b31c3d7b526649f817dac38dc8f8a9986e675b92ee5f8e,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T16:01:19Z,14488,0.0010515247108307045,0.0010515247108307045,,,
2026-08-23,2026-08-23-3,ai-0370696243,ai,qwen3-8b-q4-k-m,1,0.8865512013435364,0.8865512013435364,0.0,False,0.6666666666666666,0.07563587684069611,0.22727272727272727,0.07964601769911504,0,False,False,high,1477,1477,113,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,a110105c40272ab150d0f1e356cb81d49f48260e23e9496016ef06464761c739,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:47:39Z,7128,0.0006693440428380187,0.0006693440428380187,,,
2026-08-23,2026-08-23-3,ai-7896475908,ai,qwen3-8b-q4-k-m,1,0.8487541079521179,0.8487541079521179,0.0,False,1.0,0.06851037083595223,0.05660377358490566,0.05504587155963303,0,True,False,high,1602,1602,109,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,f7aba29933e13534bfcaa7ec6c0680781466d9f0ff7ecd2b3dbc4d59340015fb,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:45:38Z,8197,0.0,0.0031426775612822125,,,
2026-08-23,2026-08-23-3,ai-3940481835,ai,qwen3-8b-q4-k-m,1,0.9787299036979675,0.9787299036979675,0.0,False,1.0,0.12741751990898748,0.5596330275229358,0.41964285714285715,0,True,False,high,877,877,112,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,c2dc5d0c527b3ce1d4d84fb968bd867a8e365054acfaccf2790183422d8d3854,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:54:04Z,6069,0.0,0.0034129692832764505,,,
2026-08-23,2026-08-23-3,ai-2996791100,ai,qwen3-8b-q4-k-m,1,0.915583610534668,0.915583610534668,0.0,False,0.5,0.16160220994475138,0.03508771929824561,0.042735042735042736,0,True,False,high,724,724,117,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,dfe05c6b4e4c50d3f28f6ddd2101275f944c3a1bea105767670ae95f1bf5d6ef,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T16:03:37Z,4659,0.0013812154696132596,0.0055248618784530384,,,
2026-08-23,2026-08-23-3,ai-3505556047,ai,qwen3-8b-q4-k-m,1,0.4884619414806366,0.4884619414806366,0.0,False,0.6666666666666666,0.08390646492434663,0.15126050420168066,0.09836065573770492,0,False,False,low,1446,1446,122,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,9d5d2e5ba994b1ec38d21fc404c38a5c119225722c62e287aaaf30df8d868152,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T15:51:26Z,7369,0.0,0.001375515818431912,,,
2026-08-23,2026-08-23-3,ai-5583530459,ai,qwen3-8b-q4-k-m,1,0.781843900680542,0.781843900680542,0.0,False,0.1111111111111111,0.2723735408560311,0.14925373134328357,0.18571428571428572,1,False,False,low,260,260,70,6ef3bd39f447b10b27c41689e4e4acf29e5adf5088210bb3a1c4de6f8937efd3,4d7390e892e48503205e5ab502e86dc95c88b9d3239dcaa4d668fe50b2aef149,False,hhem-2.1-open@6a30c896;weights-cffb0b41;metrics-2;bands=0.80/0.50,2026-08-23T16:05:35Z,1586,0.0,0.0,,,
