version,date,run_id,policy_months,max_deletes_per_run,dry_run,cutoff_date,candidates_found,deleted,skipped_by_fuse,fuse_tripped,bytes_reclaimed,oldest_kept,payload_bytes_before,payload_bytes_after
2026-09-06T13:00,2026-09-10,2026-09-10-34449510981,-1,200,True,,0,0,0,False,0,2026-08-22,27643456,27643456
2026-09-06T13:00,2026-09-10,2026-09-10-34471177694,-1,200,True,,0,0,0,False,0,2026-08-22,27868871,27868871
