version,date,run_id,policy_months,max_deletes_per_run,dry_run,cutoff_date,candidates_found,deleted,skipped_by_fuse,fuse_tripped,bytes_reclaimed,oldest_kept,payload_bytes_before,payload_bytes_after
2026-09-06T13:00,2026-09-20,2026-09-20-35497768799,13,200,True,2025-08-26,0,0,0,False,0,,27631518,27631518
2026-09-06T13:00,2026-09-20,2026-09-20-35507975228,13,200,True,2025-08-26,0,0,0,False,0,,27829806,27829806
2026-09-06T13:00,2026-09-20,2026-09-20-35515848728,13,200,True,2025-08-26,0,0,0,False,0,,28031976,28031976
