version,date,run_id,policy_months,max_deletes_per_run,dry_run,cutoff_date,candidates_found,deleted,skipped_by_fuse,fuse_tripped,bytes_reclaimed,oldest_kept,payload_bytes_before,payload_bytes_after
2026-09-06T13:00,2026-09-09,2026-09-09-34323771996,-1,200,True,,0,0,0,False,0,2026-08-22,26477195,26477195
2026-09-06T13:00,2026-09-09,2026-09-09-34345739900,-1,200,True,,0,0,0,False,0,2026-08-22,26757795,26757795
2026-09-06T13:00,2026-09-09,2026-09-09-34364829545,-1,200,True,,0,0,0,False,0,2026-08-22,27016888,27016888
2026-09-06T13:00,2026-09-09,2026-09-09-34379502244,-1,200,True,,0,0,0,False,0,2026-08-22,27223747,27223747
