version,date,run_id,policy_months,max_deletes_per_run,dry_run,cutoff_date,candidates_found,deleted,skipped_by_fuse,fuse_tripped,bytes_reclaimed,oldest_kept,payload_bytes_before,payload_bytes_after
2026-09-06T13:00,2026-09-25,2026-09-25-36110083579,13,200,True,2025-08-31,0,0,0,False,0,,31442212,31442212
2026-09-06T13:00,2026-09-25,2026-09-25-36132006504,13,200,True,2025-08-31,0,0,0,False,0,,31603693,31603693
2026-09-06T13:00,2026-09-25,2026-09-25-36153136821,13,200,True,2025-08-31,0,0,0,False,0,,31770648,31770648
2026-09-06T13:00,2026-09-25,2026-09-25-36175113560,13,200,True,2025-08-31,0,0,0,False,0,,31931709,31931709
2026-09-06T13:00,2026-09-25,2026-09-25-36192763223,13,200,True,2025-08-31,0,0,0,False,0,,32045312,32045312
