version,date,run_id,record_stamp,previous,proposed,after_damping,applied,clamp_kind,clamp_movement,held_reason,settled,discard_share,fall_weight,rise_weight,max_down_step,max_up_step,step_change_multiple,daily_shift,typical_shift,pairs_in_band,pairs_judged,pairs_usable,disagreement_rate,unclear_rate,negatives_on_record,above_line_on_record,days_on_record,merge_count,scorer_model,cosine_weight,judge_model,prompt_digest,grammar_digest
2026-09-24,2026-09-24,2026-09-26-36204867495,60e046a3216e2444dd5ab39a2a66cc292662ce88166af6d3de8af3b3ef95c9a3,0.94,,,0.94,none,0.0,sheet_too_small,False,0.03,0.5,0.15,0.01,0.003,5.0,0.0,,127,127,116,0.08661417322834646,0.0,15,49,4,4,all-minilm-l6-v2-quantized,1.0,qwen3-5-9b-q4-k-m,4f993862de58effa6954ee6ddb8bfaad98e1ee89428fa7885754703b095d51f5,c1d1b9dc902a79bd8eb0bdb775417a4329cbda9fe53aeabebfd87052854115c4
