version,date,run_id,record_stamp,previous,proposed,after_damping,applied,clamp_kind,clamp_movement,held_reason,settled,discard_share,fall_weight,rise_weight,max_down_step,max_up_step,step_change_multiple,daily_shift,typical_shift,pairs_in_band,pairs_judged,pairs_usable,disagreement_rate,unclear_rate,negatives_on_record,above_line_on_record,days_on_record,merge_count,scorer_model,cosine_weight,key_point_weight,judge_model,prompt_digest,grammar_digest
2026-09-21,2026-09-23,2026-09-24-35937827336,5244a19723bcd88b928c2d43eac640cf8f6c32a8c8bf57a40fed943e2bba714e,0.94,,,0.94,none,0.0,sheet_too_small,False,0.03,0.5,0.15,0.01,0.003,5.0,,,84,84,77,0.08333333333333333,0.0,3,9,1,1,all-minilm-l6-v2-quantized,1.0,0.0,qwen3-5-9b-q4-k-m,4f993862de58effa6954ee6ddb8bfaad98e1ee89428fa7885754703b095d51f5,c1d1b9dc902a79bd8eb0bdb775417a4329cbda9fe53aeabebfd87052854115c4
