date,run_id,item_id,vertical,source_id,stage,outcome,code,source_words,summary_words,source_words_before_cap,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,model_calls,call_1_kind,call_1_prefill_ms,call_1_decode_ms,call_1_input_tokens,call_1_output_tokens,call_1_cached_tokens
2026-09-03,2026-09-03-33749072419,business-economy-4513574387,business-economy,cna-business,publish,ok,,576,71,576,456,104,125697,83667,42019,1743,236,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-8505679874,business-economy,voxdev,publish,ok,,1998,115,1998,251,36,352554,296487,55904,3797,300,923,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-7413091807,business-economy,bbc-business,publish,ok,,287,80,287,201,69,86914,43569,43296,1350,250,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-4193035687,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-1978331598,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-3883292911,world,thehindu-intl,publish,ok,,588,75,588,447,44,117748,80307,37430,1710,214,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-7603320572,world,abc-au-world,publish,ok,,716,107,716,478,69,151916,102504,49224,1925,280,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-0652412925,world,guardian-world,publish,ok,,1476,131,1476,887,127,255203,198965,56056,2861,308,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-0724531233,world,euronews,publish,ok,,340,73,340,954,62,101927,56304,45574,1472,264,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-1869026207,world,bbc-world,publish,ok,,442,76,442,67,50,104487,64538,39939,1556,229,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-8122177212,world,lemonde-en,publish,ok,too_short,35,50,35,1724,5,30840,9600,21232,1014,125,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-2351933074,world,japan-times,publish,ok,,352,72,352,1778,49,90091,52144,37936,1434,221,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-3291923763,world,mongabay,publish,ok,,1447,91,1447,466,34,252206,210698,41405,2971,228,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-1142072907,world,npr-world,publish,ok,,69,57,69,702,29,41865,14503,27354,1063,161,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1171592303,india,the-hindu-national,publish,ok,,892,80,892,677,46,176362,129392,46853,2189,263,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-0683358038,india,deccan-chronicle,publish,ok,,173,83,173,3375,41,70515,28029,42476,1198,244,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-6905259693,india,livemint-markets,publish,ok,,677,69,677,279,35,141842,101371,40457,1914,227,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-9262543598,india,livemint-companies,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,india-8019814221,india,toi-top,publish,ok,,197,61,197,566,84,66863,31233,35536,1228,208,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1137739348,india,india-today,publish,ok,,394,48,394,674,65,94725,58707,36006,1496,207,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-8091088040,india,hindustan-times,publish,ok,,555,69,555,401,59,125986,81305,44666,1718,254,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-9988244041,india,ht-business,publish,ok,,527,73,527,236,61,111942,72727,39149,1634,225,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-2221754581,india,newslaundry,publish,ok,,369,87,369,641,59,110153,59253,50890,1503,289,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-5775145008,india,the-quint,publish,ok,,382,67,382,486,66,102589,60759,41820,1518,242,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-7220363063,india,dna-india,publish,ok,,303,77,303,2288,82,82845,45143,37692,1365,219,922,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-1666036311,ai,guardian-ai,publish,ok,,734,148,734,612,49,250895,188595,62204,1861,335,0,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-2137982549,ai,fastcompany-tech,publish,ok,,360,75,360,1204,62,189873,145447,44413,1445,248,0,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-2378152184,ai,wired-ai,publish,ok,,2676,187,2676,1029,143,506901,437347,69447,4294,354,0,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-9845953873,energy,solar-quarter,publish,ok,,488,97,488,955,91,138019,79565,58443,1719,325,933,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-7844775037,energy,modern-power,publish,ok,,326,74,326,1020,31,102604,51756,50803,1434,285,922,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-3000386744,energy,oilprice,publish,ok,,395,75,395,867,52,95301,55921,39370,1472,220,922,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-2588780084,energy,inside-climate-news,publish,ok,,1873,114,1873,613,40,319888,256293,63502,3423,323,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-4885723939,energy,grist,publish,ok,,856,129,856,688,40,172955,113493,59379,2036,320,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-2227163015,energy,canary-media,publish,ok,,1524,118,1524,592,110,263755,204722,58933,2932,301,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-7970201999,energy,cleantechnica,publish,ok,,3846,194,4147,1101,60,703010,616343,86528,5994,420,0,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-5363559674,business-economy,business-today-in,publish,ok,,72,51,72,642,92,49904,16549,33347,1086,189,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-3374202425,business-economy,semafor,publish,ok,,160,60,160,828,24,62923,27243,35671,1191,203,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-5515153019,business-economy,business-today-in,publish,ok,,75,62,75,281,91,74687,22549,52129,1144,295,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-9391894274,business-economy,quartz,publish,ok,,151,61,151,307,62,63669,26927,36732,1187,209,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-6352967329,business-economy,marginal-revolution,extract,failed,no_text,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-4987613395,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-2172723726,world,independent-world,publish,ok,,480,71,480,891,51,120510,72445,48054,1636,269,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-9507545311,world,france24,publish,ok,not_prose,62,36,62,550,65,126775,104152,22573,1041,131,0,,,,,,,
2026-09-03,2026-09-03-33749072419,world-5939067193,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-9255769850,world,france24,publish,ok,,150,54,150,190,66,60866,25891,34924,1177,201,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-8091076028,world,elpais-en,publish,ok,,1444,135,1444,1302,74,258382,193512,64768,2821,334,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-0330561547,world,apnews-world,publish,ok,,664,78,664,468,193,141463,94506,46944,1855,259,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-3387989516,world,japan-times,publish,ok,,138,56,138,2280,47,55656,23135,32468,1149,184,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3907491953,india,the-hindu-national,publish,ok,,372,75,372,500,39,98612,55218,43382,1467,245,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3645253146,india,toi-india,publish,ok,,316,62,316,948,103,93484,51092,42379,1427,240,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3451034694,india,deccan-chronicle,publish,ok,,241,52,241,5607,43,75359,43021,32330,1348,185,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-2963306559,india,economic-times,publish,ok,not_prose,283,48,283,718,59,80475,47054,33362,1386,186,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3216643886,india,thehindu-all,publish,ok,,245,69,245,303,38,78678,39617,38999,1313,219,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-7348954533,india,mongabay-india,publish,ok,,1944,87,1944,628,38,329265,282703,46417,3688,240,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1985640185,india,the-federal,publish,ok,,1203,115,1203,734,86,217714,162856,54788,2521,288,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3385601953,india,hindustan-times,publish,ok,,434,79,434,614,56,120135,69376,50745,1610,283,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-7541114848,india,scroll-in,publish,ok,,314,75,314,531,32,93737,47308,46358,1388,263,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-0634247993,india,frontline,publish,ok,,118,70,118,515,29,66064,22963,43089,1147,246,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-6002008889,india,the-federal,publish,ok,,415,73,415,302,77,111238,62928,48297,1543,271,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3297989659,india,et-default,publish,ok,,512,62,512,310,90,119291,79398,39882,1706,219,922,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-8532965790,ai,guardian-ai,publish,ok,,1331,115,1331,520,49,322014,274637,47275,2712,263,0,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-0980190822,ai,aws-ml-blog,publish,ok,,1595,124,1595,577,124,285790,227283,58449,3150,318,923,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-1804502422,ai,rest-of-world,publish,ok,,802,115,802,760,19,148232,104044,44092,1946,251,923,,,,,,,
2026-09-03,2026-09-03-33749072419,ai-9167001262,ai,techcrunch-ai,publish,ok,,364,60,364,550,41,186615,149496,37109,1476,216,0,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-6995265752,energy,oilprice,publish,ok,,365,79,365,864,52,95405,54110,41285,1455,238,922,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-2216617604,energy,electrek,publish,ok,,703,101,703,585,32,148128,96111,51954,1870,294,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-1325999110,energy,inside-climate-news,publish,ok,,1629,104,1629,354,39,258585,210786,47739,2985,260,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-2156469775,energy,grist,publish,ok,,3846,196,6355,538,77,664986,590257,74602,5723,379,0,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-5232766944,energy,canary-media,publish,ok,,898,133,898,668,100,181630,121858,59666,2121,335,923,,,,,,,
2026-09-03,2026-09-03-33749072419,energy-1905823587,energy,energy-mix,publish,ok,,1484,95,1484,2992,73,245626,198328,47150,2867,259,923,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-8172735269,business-economy,cna-business,publish,ok,,304,61,304,2048,96,70590,41717,28863,1333,168,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-9143719372,business-economy,liberty-street,publish,ok,,1303,124,1303,436,40,228563,172574,55890,2616,308,923,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-6035711804,business-economy,semafor,publish,ok,,829,116,829,819,32,163522,110546,52855,2011,294,923,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-2389973006,business-economy,bbc-business,publish,ok,,361,74,361,545,50,93394,54550,38833,1459,226,922,,,,,,,
2026-09-03,2026-09-03-33749072419,business-economy-2764897461,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-6671577485,world,npr-world,publish,ok,,1092,92,1092,796,47,197000,148794,48106,2382,265,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-3334642908,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-0738235798,world,africanews,publish,ok,,718,95,718,1200,35,148464,104607,43690,1950,242,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-4311702864,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33749072419,world-5191096506,world,anadolu-world,publish,ok,,380,88,380,5926,200,108655,61665,46979,1532,272,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-2569607053,world,abc-au-world,publish,ok,,860,118,860,906,78,186067,125834,60060,2155,330,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-9906603730,world,apnews-world,publish,ok,,695,67,695,303,220,140072,99156,40905,1897,232,922,,,,,,,
2026-09-03,2026-09-03-33749072419,world-5448932802,world,elpais-en,publish,ok,,1191,148,1191,940,67,211767,154292,57304,2437,318,923,,,,,,,
2026-09-03,2026-09-03-33749072419,world-1461597112,world,dw-world,publish,ok,,972,105,972,22827,39,167886,127022,40737,2169,231,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-0645897631,india,toi-india,publish,ok,,316,79,316,901,105,89429,47084,42293,1385,248,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-0637525824,india,free-press-journal,publish,ok,,371,73,371,847,18,103532,57819,45704,1490,264,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-7620447779,india,free-press-journal,publish,ok,,438,72,438,219,17,104056,60163,43884,1516,253,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1543919276,india,thehindu-biz,publish,ok,,578,84,578,542,42,127809,81944,45855,1730,263,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1590266345,india,mongabay-india,publish,ok,,1756,106,1756,631,36,306119,249313,56705,3358,310,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-3489548226,india,india-today,publish,ok,,393,51,393,619,64,96551,58600,37903,1500,221,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-1337336923,india,toi-top,publish,ok,,759,110,759,429,100,153771,102143,51495,1927,290,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-9420005509,india,livemint-markets,publish,ok,,704,130,704,688,39,170849,105707,65017,1960,369,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-0981303338,india,ht-business,publish,ok,,1201,126,1201,551,65,222257,162299,59818,2515,333,923,,,,,,,
2026-09-03,2026-09-03-33749072419,india-9168028736,india,livemint-companies,publish,ok,,463,41,463,255,30,96213,65219,30982,1565,177,922,,,,,,,
2026-09-03,2026-09-03-33749072419,india-5513835322,india,the-quint,publish,ok,,608,55,608,882,53,122605,86535,36058,1774,206,922,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-8493712042,ai,guardian-ai,publish,ok,,373,76,373,575,43,89089,32426,56570,1446,232,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-7871789438,ai,huggingface-blog,publish,ok,,2080,144,2080,243,62,211897,104467,107301,4482,400,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-5862956486,ai,fastcompany-tech,publish,ok,,468,52,468,859,46,55852,15576,40267,1592,163,934,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-1620230848,energy,energymonitor,publish,ok,,443,62,443,426,24,75690,15248,60432,1589,244,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-7071524033,energy,electrek,publish,ok,,429,90,429,651,21,69915,14248,55658,1497,226,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-3157942143,energy,world-nuclear-news,publish,ok,,645,71,645,1602,16,78039,19394,58633,1765,236,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-5188829475,energy,inside-climate-news,publish,ok,,1612,113,1612,1510,24,146491,70285,76110,3051,294,0,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-5924493886,energy,solar-quarter,publish,ok,,316,71,316,7087,65,87994,14422,73460,1544,300,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-1991862848,energy,pv-magazine,publish,ok,,368,77,368,2028,36,80175,13979,66187,1508,274,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-3978276745,energy,offshore-wind,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-2082926945,energy,cleantechnica,publish,ok,,565,62,565,831,65,83785,20737,63039,1798,255,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-2456692062,business-economy,yahoo-finance,publish,ok,,436,62,436,840,89,80836,17706,62885,1660,253,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-1726921798,business-economy,quartz,publish,ok,not_prose,55,29,55,366,31,55473,24818,30648,1048,130,0,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-1125318160,business-economy,cna-business,publish,ok,,545,89,545,1190,68,80896,17816,62983,1692,254,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-7105577682,business-economy,semafor,publish,ok,,121,62,121,872,16,56530,5510,50915,1123,209,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-5571126661,business-economy,bbc-business,publish,ok,,869,102,869,385,40,103016,32213,70703,2303,284,923,,,,,,,
2026-09-03,2026-09-03-33767761598,world-1617797657,world,independent-world,publish,ok,,1171,109,1171,647,32,106511,35118,71289,2456,282,923,,,,,,,
2026-09-03,2026-09-03-33767761598,world-4224900440,world,guardian-world,publish,ok,,479,103,479,177,26,89727,16273,73445,1603,295,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-8126262580,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,world-2092685080,world,anadolu-world,publish,ok,,782,129,782,4687,166,101717,26541,75056,1998,305,923,,,,,,,
2026-09-03,2026-09-03-33767761598,world-5919257313,world,bbc-world,publish,ok,,360,59,360,125,35,64875,12924,51808,1467,211,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-2163362232,world,africanews,publish,ok,,227,68,227,1438,23,64473,8250,56215,1268,231,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-4515983703,world,mongabay,publish,ok,,1616,118,1616,782,32,131905,52192,79611,3158,311,923,,,,,,,
2026-09-03,2026-09-03-33767761598,world-9167884260,world,japan-times,publish,ok,,241,56,241,2359,37,66776,9472,57296,1330,237,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-0176211996,world,elpais-en,publish,ok,,417,74,417,816,47,70198,14557,55632,1535,230,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-0410966020,india,the-hindu-national,publish,ok,,326,85,326,1414,33,76528,12101,64419,1463,267,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-5888682485,india,livemint,publish,ok,,686,60,686,669,24,80007,24544,55454,2011,227,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-9180573894,india,deccan-chronicle,publish,ok,,449,73,449,6801,30,69042,14177,54718,1530,227,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-7988352530,india,toi-top,publish,ok,,382,58,382,670,44,58631,12689,45934,1463,190,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-9339136083,india,livemint-companies,publish,ok,,666,69,666,306,22,76256,22910,53337,1922,219,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-6756778808,india,mongabay-india,publish,ok,,1426,121,1426,620,23,127304,47019,80178,2968,313,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-7422912703,india,the-federal,extract,failed,no_text,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,india-3606488307,india,india-today,publish,ok,,652,59,652,550,45,76310,23225,52989,1943,215,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-3216990822,india,frontline,publish,ok,,1548,112,1548,602,24,104057,44187,59760,2812,238,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-1946470427,india,dna-india,publish,ok,,567,75,567,2565,56,79486,19989,59362,1799,242,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-6866691046,india,the-quint,publish,ok,,174,73,174,1021,38,57411,6733,50556,1205,212,922,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-7004893548,ai,nvidia-newsroom,publish,ok,,579,87,579,631,27,113139,77325,35719,1703,270,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-7404380488,ai,wired-ai,publish,ok,,928,108,928,857,74,145639,101449,44144,2267,337,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-0269161901,ai,huggingface-blog,publish,ok,not_prose,1518,41,1518,401,43,198141,171562,26530,4648,186,922,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-8424520462,ai,techcrunch-ai,publish,ok,,178,63,178,927,24,38968,12688,26244,1200,203,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-6426365562,energy,world-nuclear-news,publish,ok,,1077,115,1077,1689,16,109568,68525,40981,2417,301,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-7916666676,energy,modern-power,publish,ok,,330,90,330,1700,20,54927,21350,33567,1393,257,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-8422636177,energy,electrek,publish,ok,,1672,125,1672,748,26,139495,98559,40889,3083,296,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-6114243314,energy,greentech,publish,ok,,1037,94,1037,1577,23,97129,63316,33765,2300,251,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-8634897243,energy,solar-quarter,publish,ok,,377,77,377,2401,58,60270,25917,34346,1488,263,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-1532926702,energy,latitude-media,publish,ok,,3846,139,9155,2084,38,321344,278362,42845,5939,292,0,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-9167486580,energy,canary-media,publish,ok,,1313,127,1313,533,70,124448,77298,47058,2588,324,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-5687749720,energy,cleantechnica,publish,ok,,1336,119,1336,1029,20,124130,82447,41283,2729,313,923,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-3223298433,business-economy,business-today-in,publish,ok,not_prose,566,35,566,299,30,129281,100144,29096,2215,212,0,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-7798415106,business-economy,semafor,publish,ok,,179,73,179,865,32,40900,12817,28038,1197,210,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-4350954057,business-economy,fred-blog,publish,ok,,714,98,714,2180,16,82209,46470,35678,1945,271,923,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-7236319735,business-economy,guardian-business,publish,ok,,493,159,493,576,33,79722,32446,47268,1632,356,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-3009404097,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,world-6023910782,world,euronews,publish,ok,,123,48,123,957,46,28719,9014,19661,1119,151,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-8079794452,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,world-5689868908,world,anadolu-world,publish,ok,,262,54,262,6434,140,41614,18679,22927,1325,170,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-2849367065,world,france24,publish,ok,,108,48,108,964,30,28891,9013,19872,1115,152,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-1089758931,world,apnews-world,publish,ok,,563,70,563,221,129,70091,39553,30530,1789,231,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-0048580296,world,conversation-africa,publish,ok,,970,127,970,604,20,97585,58209,39332,2216,297,923,,,,,,,
2026-09-03,2026-09-03-33767761598,world-9786469042,world,bbc-world,publish,ok,,501,85,501,226,31,62698,31802,30821,1626,241,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-4236672585,world,japan-times,publish,ok,,81,61,81,1309,29,30835,7054,23776,1078,184,922,,,,,,,
2026-09-03,2026-09-03-33767761598,world-4261584322,world,abc-au-world,publish,ok,,83,64,83,1074,44,27844,7156,20682,1079,163,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-8385608266,india,the-hindu-national,publish,ok,,201,50,201,773,24,38182,13886,24290,1223,184,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-6041269923,india,toi-top,publish,ok,,518,69,518,645,41,55258,30637,24613,1597,189,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-4848064457,india,ht-business,publish,ok,,961,114,961,380,36,96462,59348,37019,2184,268,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-3208888296,india,thehindu-biz,publish,ok,,702,114,702,285,27,96677,51542,45008,1975,329,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-9610006053,india,free-press-journal,publish,ok,,336,78,336,589,12,54548,23645,30896,1438,233,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-4745370053,india,the-federal,publish,ok,,1442,98,1442,2420,50,127985,94297,33549,2914,248,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-8809886657,india,livemint,publish,ok,,752,115,752,568,21,94176,54059,39399,2080,299,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-2474071511,india,scroll-in,publish,ok,,531,66,531,657,22,66693,36025,30659,1720,235,926,,,,,,,
2026-09-03,2026-09-03-33767761598,india-5056282274,india,scroll-in,publish,ok,,770,151,770,328,22,93376,46424,46830,1945,345,923,,,,,,,
2026-09-03,2026-09-03-33767761598,india-8807328782,india,livemint-markets,publish,ok,,693,56,693,184,20,74012,45837,28129,1941,217,922,,,,,,,
2026-09-03,2026-09-03-33767761598,india-9716660762,india,ht-business,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-2255876665,ai,nvidia-newsroom,publish,ok,,1018,112,1018,517,48,317194,256696,60392,2529,324,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-3921910937,ai,wired-ai,publish,ok,,629,93,629,923,128,231826,181656,50123,1796,276,0,,,,,,,
2026-09-03,2026-09-03-33767761598,ai-0788194501,ai,guardian-ai,publish,ok,not_prose,58,33,58,470,41,128811,105288,23513,1045,133,0,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-0373960557,energy,power-magazine,publish,ok,,2236,159,2236,384,69,536517,446584,89758,4353,460,0,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-6784570935,energy,oilprice,publish,ok,,390,71,390,863,55,100888,57955,42885,1490,239,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-8741418892,energy,power-magazine,publish,ok,,1208,140,1208,242,53,237326,165379,71887,2544,387,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-6029046849,energy,oilprice,publish,ok,,714,125,714,483,44,153550,96028,57415,1867,311,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-6979780221,energy,inside-climate-news,publish,ok,,2285,156,2285,826,48,379911,310769,68963,3942,358,924,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-0451966756,energy,greentech,publish,ok,,434,62,434,1254,32,107995,63939,44046,1551,242,922,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-3299927518,energy,energy-storage,publish,ok,,807,119,807,1331,53,174304,118805,55425,2088,305,923,,,,,,,
2026-09-03,2026-09-03-33767761598,energy-9860250506,energy,energy-mix,extract,failed,no_text,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-9661588123,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-3933803257,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-7185094693,business-economy,business-today-in,publish,ok,,82,47,82,604,92,44361,16505,27848,1083,158,922,,,,,,,
2026-09-03,2026-09-03-33767761598,business-economy-2741111970,business-economy,fed-speeches,publish,ok,,2602,144,2602,377,36,394711,330054,64473,4128,335,924,,,,,,,
