date,run_id,item_id,vertical,source_id,stage,outcome,code,source_words,summary_words,source_words_before_cap,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,model_calls,call_1_kind,call_1_prefill_ms,call_1_decode_ms,call_1_input_tokens,call_1_output_tokens,call_1_cached_tokens
2026-09-04,2026-09-04-33918158597,india-9810362102,india,dna-india,publish,ok,,485,82,485,2648,52,72055,34407,37575,1681,288,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-3186906093,india,thehindu-business,publish,ok,,490,47,490,569,22,59328,35959,23316,1717,177,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6507310533,india,the-federal,publish,ok,,1228,117,1228,2553,50,116780,75738,40982,2612,307,923,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-1659263267,ai,aws-ml-blog,publish,ok,,1525,114,1525,363,111,251701,202895,48762,2951,275,0,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-4382470188,ai,techcrunch-ai,publish,ok,,332,66,332,435,30,122377,93172,29171,1367,179,0,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-6708173001,energy,electrek,publish,ok,,175,50,175,563,24,50530,19993,30529,1211,189,922,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-9152081199,energy,oilprice,publish,ok,,345,81,345,1380,41,74312,36208,38095,1444,233,922,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-0146781118,energy,solar-quarter,publish,ok,,339,85,339,5128,74,76961,34064,42888,1426,261,932,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-2571758004,energy,cleantechnica,publish,ok,,931,90,931,1043,25,118822,85725,33046,2157,208,923,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-9458442995,business-economy,cna-business,publish,ok,,865,132,865,567,82,131628,80480,51043,2081,295,923,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-3690278063,business-economy,business-today-in,publish,ok,,107,55,107,573,79,44488,14012,30466,1134,189,932,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-4228439409,business-economy,guardian-business,publish,ok,,578,92,578,1094,32,106557,57200,49347,1762,296,932,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-0891626773,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,world-5224869570,world,abc-au-world,publish,ok,,725,94,725,802,65,108994,70271,38655,1938,248,923,,,,,,,
2026-09-04,2026-09-04-33918158597,world-4683263425,world,independent-world,publish,ok,,324,68,324,775,33,75576,38348,37192,1405,227,855,,,,,,,
2026-09-04,2026-09-04-33918158597,world-4725132916,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2625340380,world,africanews,publish,ok,,264,76,264,1750,26,68599,26392,42198,1305,259,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-9878594082,world,euronews,publish,ok,,1016,102,1016,850,55,143989,100217,43706,2374,253,923,,,,,,,
2026-09-04,2026-09-04-33918158597,world-4409400286,world,dw-world,publish,ok,,502,51,502,43063,27,80544,47690,32844,1614,198,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2917536215,world,lemonde-en,publish,ok,too_short,35,38,35,2079,94,86219,68919,17293,1013,108,0,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2414070319,world,anadolu-world,publish,ok,,1295,98,1295,12367,78,170803,124330,46403,2707,263,923,,,,,,,
2026-09-04,2026-09-04-33918158597,india-8913458362,india,toi-india,publish,ok,,343,71,343,560,80,75373,36840,38526,1454,235,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6078604815,india,economic-times,publish,ok,,1729,123,1729,504,73,225799,171664,53982,3391,338,923,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6252786968,india,livemint-companies,publish,ok,,564,77,564,561,26,97804,54047,43749,1705,264,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6032174805,india,free-press-journal,publish,ok,,482,58,482,579,17,95376,50850,44481,1661,267,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-4477760852,india,thehindu-all,publish,ok,,509,114,509,434,33,94019,49697,44239,1644,267,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-1755762044,india,livemint-markets,publish,ok,,634,73,634,174,26,108580,65388,43138,1872,258,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-2249877202,india,livemint,publish,ok,,636,74,636,184,26,98016,60019,37947,1794,227,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-7757430630,india,scroll-in,publish,ok,,396,67,396,475,26,77384,39302,38033,1489,231,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-4838677406,india,dna-india,publish,ok,,181,72,181,2559,64,55889,21683,34199,1236,210,922,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-9610411715,ai,databricks-blog,publish,ok,,1839,119,1839,546,103,392461,330932,61451,3280,335,0,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-0585453021,ai,mit-tech-review-ai,publish,ok,,1393,94,1393,674,58,221026,179313,41657,2694,233,923,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-7076598412,energy,balkangreen,publish,ok,,693,59,693,3913,42,227784,192542,35227,1916,196,0,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-8317506793,energy,balkangreen,publish,ok,,473,74,473,1733,43,115214,69454,45716,1609,260,922,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-4065398592,energy,pv-magazine,publish,ok,,1225,115,1225,1759,55,207890,157703,50117,2483,280,923,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-0502902119,business-economy,quartz,publish,ok,,407,67,407,435,55,95590,59971,35605,1516,201,922,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-0253869402,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-8228259603,business-economy,semafor,publish,ok,,184,67,184,819,24,63633,27843,35779,1198,205,922,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-8946881480,business-economy,bbc-business,publish,ok,,823,79,823,475,65,149672,111228,38375,2023,217,923,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2750919500,world,abc-au-world,publish,ok,,1334,98,1334,827,77,231446,181060,50232,2712,277,923,,,,,,,
2026-09-04,2026-09-04-33918158597,world-8494990382,world,france24,publish,ok,,109,43,109,885,53,43938,19374,24552,1113,144,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2346374589,world,apnews-world,publish,ok,,317,64,317,319,190,86761,48013,38738,1399,220,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-7912151903,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,world-4658778797,world,france24,publish,ok,,316,65,316,334,54,82895,44318,38565,1362,219,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-1569385490,world,guardian-world,publish,ok,,553,102,553,501,42,125826,76690,49123,1681,280,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-0602477806,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,world-3285415666,world,thehindu-intl,publish,ok,,353,69,353,926,42,88659,50475,38137,1424,220,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-9967174732,world,japan-times,publish,ok,,89,57,89,1646,47,48187,16266,31912,1081,185,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-0603138021,india,toi-india,publish,ok,,325,75,325,721,218,87343,46542,40788,1383,231,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-9068099014,india,deccan-chronicle,publish,ok,,257,71,257,2388,44,74274,35241,39022,1271,222,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-1936349799,india,india-today,publish,ok,,238,67,238,611,78,75990,35146,40833,1270,230,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6038388373,india,free-press-journal,publish,ok,,722,126,722,959,22,158544,103318,55123,1941,313,923,,,,,,,
2026-09-04,2026-09-04-33918158597,india-0188538829,india,hindustan-times,publish,ok,,540,75,540,585,59,123095,81890,41193,1732,235,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-3761214129,india,livemint,publish,ok,,658,79,658,1104,34,129223,84124,45049,1756,257,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-7765690755,india,thehindu-business,publish,ok,,357,68,357,879,35,92382,53066,39223,1447,226,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-7748659032,india,et-default,publish,ok,,555,60,555,618,87,147098,101549,45536,1939,257,935,,,,,,,
2026-09-04,2026-09-04-33918158597,india-4854869697,india,et-default,publish,ok,,498,72,498,416,78,118862,77629,41179,1692,235,922,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-8940770350,ai,aws-ml-blog,publish,ok,,3514,86,3514,318,147,632649,584529,47555,5630,242,0,,,,,,,
2026-09-04,2026-09-04-33918158597,ai-2251107611,ai,pytorch-blog,publish,ok,not_prose,2310,39,2310,657,52,511069,476875,33700,5468,168,922,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-4087852381,energy,electrek,publish,ok,,1403,134,1403,415,38,336376,279804,56496,2744,312,0,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-6900280965,energy,heatmap,publish,ok,,3846,132,4009,84,83,573002,510929,61833,5803,313,924,,,,,,,
2026-09-04,2026-09-04-33918158597,energy-5253268983,energy,solar-quarter,summarize,failed,length_out_of_range,360,,360,1904,88,340134,,,,,,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-3964776247,business-economy,semafor,publish,ok,,365,66,365,603,27,86110,52061,33991,1431,188,922,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-1284533460,business-economy,quartz,publish,ok,,1907,84,1907,146,66,300546,258883,41606,3438,224,923,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-0333615178,business-economy,business-today-in,publish,ok,,110,74,110,247,93,64156,20619,43527,1123,246,922,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-0396025604,business-economy,bbc-business,publish,ok,,964,104,964,112,63,192865,135915,56827,2250,317,923,,,,,,,
2026-09-04,2026-09-04-33918158597,business-economy-3901375087,business-economy,econbrowser,publish,ok,,219,53,219,377,9,76514,47264,29242,1383,165,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-5280546658,world,independent-world,publish,ok,,597,72,597,331,37,123398,82756,40631,1731,225,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-7622967871,world,apnews-world,publish,ok,,612,67,612,111,214,141764,96525,45176,1864,248,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2226752039,world,bbc-world,publish,ok,,319,75,319,26,53,93971,50848,43025,1422,244,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-2385293192,world,lemonde-en,publish,ok,too_short,35,29,35,1755,133,123541,103729,19803,1019,115,0,,,,,,,
2026-09-04,2026-09-04-33918158597,world-0574928521,world,dw-world,publish,ok,,1010,129,1010,43421,44,201471,144439,56905,2333,315,923,,,,,,,
2026-09-04,2026-09-04-33918158597,world-8964780272,world,africanews,publish,ok,,302,68,302,1888,37,87014,46137,40866,1375,232,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-5848712686,world,thehindu-intl,publish,ok,,547,71,547,610,42,126410,82535,43863,1731,244,922,,,,,,,
2026-09-04,2026-09-04-33918158597,world-9259572556,world,japan-times,publish,ok,,113,55,113,1787,47,50606,18443,32093,1103,185,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6746523045,india,the-hindu-national,publish,ok,,281,94,281,175,38,101799,47202,54589,1383,305,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-1057460652,india,deccan-chronicle,publish,ok,,689,65,689,4592,43,128182,92634,35535,1828,199,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-6749899964,india,toi-top,publish,ok,,975,121,975,490,73,203352,144263,59016,2331,320,923,,,,,,,
2026-09-04,2026-09-04-33918158597,india-5192748709,india,india-today,publish,ok,,447,58,447,569,69,99306,62727,36519,1536,210,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-1553169183,india,livemint-markets,publish,ok,,308,71,308,225,28,92828,50325,42494,1415,244,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-8765760934,india,thehindu-all,publish,ok,,256,91,256,185,38,91658,45229,46419,1366,268,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-3853189392,india,thehindu-biz,publish,ok,,792,159,792,193,48,188833,119682,69087,2082,339,923,,,,,,,
2026-09-04,2026-09-04-33918158597,india-9799906161,india,scroll-in,publish,ok,,383,84,383,424,33,102329,56865,45453,1477,256,922,,,,,,,
2026-09-04,2026-09-04-33918158597,india-9234421276,india,the-federal,publish,ok,,805,118,805,533,79,186177,123120,62914,2111,348,923,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-4519995980,ai,aws-ml-blog,publish,ok,,3700,193,3700,283,141,586043,477268,108656,5769,393,0,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-6005628156,ai,guardian-ai,publish,ok,,1315,89,1315,475,44,274525,213627,60802,2615,243,0,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-7042347599,ai,techcrunch-ai,publish,ok,,460,180,460,419,38,228706,133070,95565,1598,382,0,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-8986944531,energy,pv-magazine,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-2593021190,energy,inside-climate-news,publish,ok,,818,127,818,519,33,159937,88388,71450,1996,291,923,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-4161893721,energy,heatmap,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-9857110440,business-economy,business-today-in,publish,ok,,69,46,69,210,89,51393,12344,38976,1065,157,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-3920646564,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-3718187551,business-economy,guardian-business,publish,ok,,624,56,624,163,40,125364,72313,53038,1794,215,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-5105295896,business-economy,semafor,publish,ok,,173,72,173,604,24,74311,21932,52293,1187,213,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-0700070851,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,world-0428788326,world,japan-times,publish,ok,,133,68,133,1309,45,64178,17410,46761,1129,193,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-2801437398,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,world-6942134806,world,mongabay,publish,ok,,1364,124,1364,571,34,241349,164844,76390,2897,300,923,,,,,,,
2026-09-05,2026-09-05-33951249328,world-2361666100,world,apnews-world,publish,ok,,237,61,237,125,173,88620,32215,56397,1308,230,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4003540557,world,abc-au-world,publish,ok,,180,69,180,311,62,79280,24610,54663,1219,225,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-6632301452,world,independent-world,publish,ok,,307,55,307,569,34,85857,38023,47825,1382,197,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4837089305,world,lemonde-en,publish,ok,too_short,35,32,35,1088,114,113858,84389,29460,1017,120,0,,,,,,,
2026-09-05,2026-09-05-33951249328,world-7378561082,world,npr-world,publish,ok,,655,69,655,798,40,130614,74730,55873,1828,228,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3145716624,india,the-hindu-national,publish,ok,,276,67,276,305,41,97669,38637,58917,1397,243,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-2748272806,india,toi-india,publish,ok,,178,60,178,556,99,70638,23373,47257,1208,197,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-8660181076,india,free-press-journal,publish,ok,,273,61,273,661,19,86341,35482,50850,1356,212,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-6782522760,india,livemint-markets,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,india-4404915108,india,india-today,publish,ok,,433,54,433,216,60,94210,52669,41531,1569,172,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-2120574307,india,deccan-chronicle,publish,ok,,847,102,847,10340,42,151359,89718,61531,2022,251,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3501900842,india,the-quint,publish,ok,,1220,120,1220,847,67,206070,128877,77038,2509,309,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-0730247305,india,et-default,publish,ok,,897,135,897,65,79,198439,116607,81678,2343,328,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3285287630,india,dna-india,publish,ok,,437,86,437,1890,79,113990,49412,64569,1531,267,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-8685237741,india,ht-business,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,india-4481543620,india,the-quint,publish,ok,,194,58,194,107,53,69492,23971,45513,1218,190,922,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-8843164117,ai,ars-technica-ai,publish,ok,,421,61,421,749,41,193720,153908,39798,1520,226,0,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-0338297127,ai,bbc-tech,extract,failed,no_text,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-1334662763,energy,solar-quarter,publish,ok,,278,79,278,12606,89,95866,46097,49759,1375,285,922,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-8374933861,energy,electrek,publish,ok,,428,96,428,367,31,117022,64231,52780,1553,291,922,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-2013833210,energy,oilprice,publish,ok,,2179,157,2179,495,55,434928,378137,56606,3705,300,0,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-8443794758,energy,pv-magazine,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-8467992357,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-1833089816,business-economy,bbc-business,publish,ok,,102,72,102,30,55,53273,18514,34751,1104,199,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-7608444866,business-economy,marginal-revolution,publish,ok,,206,52,206,451,13,63860,30525,33325,1222,187,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-1122034293,business-economy,yahoo-finance,publish,ok,,616,56,616,228,66,148666,106313,42341,1960,235,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-0540677315,business-economy,econbrowser,publish,ok,,142,61,142,750,8,65085,27741,37292,1193,206,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4584605946,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,world-6423738125,world,bbc-world,publish,ok,,89,66,89,29,56,51119,16625,34485,1086,198,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-6268955299,world,independent-world,publish,ok,,1198,122,1198,1635,72,325004,263390,61503,2588,333,0,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4246761197,world,abc-au-world,publish,ok,,412,73,412,883,67,105651,64316,41324,1554,233,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4555635061,world,guardian-world,publish,ok,,655,74,655,234,41,139262,94073,45176,1844,250,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-1866301636,world,elpais-en,publish,ok,,1590,110,1590,820,69,254887,202063,52766,2889,285,923,,,,,,,
2026-09-05,2026-09-05-33951249328,world-0367201388,world,mongabay,publish,ok,,466,69,466,504,25,108677,68591,40031,1597,225,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-3564118146,world,global-voices,publish,ok,,1315,134,1315,2284,49,252749,193324,59333,2812,323,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-4558778450,india,economic-times,publish,ok,,81,56,81,63,200,53375,18430,34936,1103,198,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-1729575264,india,free-press-journal,publish,ok,,360,67,360,522,19,102240,56007,46223,1471,260,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-2096901682,india,thehindu-biz,publish,ok,,860,138,860,491,51,187987,120766,67139,2106,373,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3207133142,india,thehindu-business,publish,ok,,646,81,646,247,37,161736,104913,56810,1952,316,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-9965120275,india,ht-business,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,india-2070839916,india,thehindu-all,publish,ok,,244,80,244,111,39,86315,42314,43941,1337,250,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3645071121,india,livemint,publish,ok,,1225,110,1225,238,37,232242,179734,52358,2685,287,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-6767432485,india,india-today,publish,ok,,494,62,494,174,64,103653,67211,36431,1581,204,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-7200579124,india,newslaundry,publish,ok,,439,54,439,777,60,98366,63886,34470,1550,190,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-5783299886,india,livemint-companies,publish,ok,,455,68,455,66,28,111315,69138,42166,1601,239,922,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-0768788217,ai,techcrunch-ai,publish,ok,,804,118,804,107,46,260512,199089,61356,1975,312,0,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-8453636436,ai,guardian-ai,publish,ok,,79,52,79,431,38,142119,107460,34619,1075,190,0,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-2257752325,energy,cleantechnica,publish,ok,,1170,117,1170,558,34,251183,187434,63698,2760,328,923,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-5034167989,energy,electrek,publish,ok,,462,86,462,317,33,123725,69973,53742,1613,283,922,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-9985462694,energy,inside-climate-news,publish,ok,,1896,114,1896,354,44,296414,243791,52557,3307,269,923,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-6357248717,energy,heatmap,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-3091175802,business-economy,cna-business,publish,ok,,339,84,339,619,102,94370,47176,47144,1390,252,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-1955568690,business-economy,business-today-in,publish,ok,not_prose,88,44,88,414,100,43179,16625,26506,1086,144,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-0223501523,business-economy,guardian-business,publish,ok,,1019,155,1019,167,47,217296,138638,78499,2288,411,923,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-6725615841,business-economy,semafor,publish,ok,,743,115,743,742,33,159684,105643,53975,1965,278,923,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-8248160358,business-economy,seekingalpha,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,world-7249129459,world,japan-times,publish,ok,,329,65,329,1249,51,83520,45754,37716,1375,200,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-6413840872,world,news18-world,fetch,failed,http_client_error,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,world-2978247306,world,euronews,publish,ok,,425,79,425,740,67,103916,58457,45448,1496,239,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-1254278260,world,apnews-world,publish,ok,,558,61,558,162,232,130577,82098,48468,1731,244,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-2616907670,world,france24,publish,ok,,171,91,171,909,51,77445,27480,49916,1192,265,922,,,,,,,
2026-09-05,2026-09-05-33951249328,world-4149558733,world,guardian-world,publish,ok,,719,119,719,89,48,155488,103487,51910,1944,266,923,,,,,,,
2026-09-05,2026-09-05-33951249328,world-9977965154,world,lemonde-en,publish,ok,too_short,35,41,35,1159,128,123538,102389,21140,1021,116,0,,,,,,,
2026-09-05,2026-09-05-33951249328,world-1005102851,world,africanews,publish,ok,,215,67,215,1043,33,74985,33853,41124,1254,221,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-0896818011,india,the-hindu-national,publish,ok,,274,65,274,487,52,82565,43590,38966,1350,206,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-2232104937,india,toi-india,publish,ok,,317,55,317,509,109,78904,46027,32866,1375,173,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-7642679643,india,toi-top,publish,ok,,500,71,500,126,84,111048,69530,41506,1607,218,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-3561074642,india,thehindu-business,publish,ok,,334,58,334,221,35,82595,47326,35260,1387,188,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-7602266747,india,livemint,publish,ok,,594,73,594,365,34,133633,87338,46282,1782,243,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-9537359802,india,toi-top,publish,ok,,520,56,520,60,67,110994,73308,37617,1646,197,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-8487774185,india,et-default,publish,ok,,450,77,450,335,77,122068,71103,50955,1623,267,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-9882417820,india,dna-india,publish,ok,,504,76,504,2076,86,120836,75340,45393,1666,238,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-6009496480,india,frontline,publish,ok,,1949,141,1949,352,43,336839,268697,68015,3550,346,923,,,,,,,
2026-09-05,2026-09-05-33951249328,india-0967473413,india,scroll-in,publish,ok,,340,99,340,486,33,120608,60909,59630,1522,306,922,,,,,,,
2026-09-05,2026-09-05-33951249328,india-9061998304,india,livemint-companies,extract,failed,paywalled,,,,,,,,,,,,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-1771303250,ai,aws-ml-blog,publish,ok,,2526,116,2526,230,145,512073,464060,47883,4503,255,0,,,,,,,
2026-09-05,2026-09-05-33951249328,ai-8583367374,ai,simon-willison,publish,ok,,279,70,279,147,9,180273,138023,42210,1368,244,0,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-6030913542,energy,solar-quarter,publish,ok,,330,62,330,10345,88,100889,58181,42698,1490,246,922,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-9934857809,energy,oilprice,publish,ok,,721,106,721,1134,45,232035,189188,42775,1866,247,0,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-2006975927,energy,modern-power,publish,ok,,312,56,312,723,30,89507,50639,38859,1419,226,922,,,,,,,
2026-09-05,2026-09-05-33951249328,energy-5015378454,energy,cleantechnica,publish,ok,,1114,117,1114,717,29,206938,157185,49658,2461,280,923,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-2555188727,business-economy,cna-business,publish,ok,,332,62,332,972,102,82203,47282,34913,1384,202,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-2636744355,business-economy,bbc-business,publish,ok,,268,64,268,366,60,83368,42772,40586,1341,233,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-2929890416,business-economy,npr-business,publish,ok,,1002,150,1002,877,36,200074,140435,59574,2297,336,923,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-0355106286,business-economy,yahoo-finance,publish,ok,,605,91,605,1136,69,143042,97399,45632,1872,258,922,,,,,,,
2026-09-05,2026-09-05-33951249328,business-economy-4129576080,business-economy,econbrowser,publish,ok,not_prose,41,34,41,404,8,127330,105245,22076,1038,129,0,,,,,,,
