version,date,run_id,item_id,url_key,canonical_url,vertical,source_id,stage,outcome,code,http_status,source_chars,source_words,summary_words,detail,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,source_words_before_cap,shard,span_integrity,elements_found,element_class,model_calls,label_kind,label_prefill_ms,label_decode_ms,label_input_tokens,label_output_tokens,label_cached_tokens,summary_kind,summary_prefill_ms,summary_decode_ms,summary_input_tokens,summary_output_tokens,summary_cached_tokens,truncation_cap_tokens,selection_score,authority_score,tier_score,feed_weight,feed_reliability,lens_bonus,recency_bonus,carriage_step,watchlist_bonus,carried_by,watchlist_hit,on_front_page,tier,source_form,published_at,time_source,item_started_at,item_ended_at,item_index,shard_item_count,queue_wait_ms,fetch_connect_ms,fetch_ttfb_ms,robots_ms,retry_count,retry_total_ms,label_ms,summary_ms,visual_plan_ms,visual_plan_ms_is_estimate,faithfulness_ms,model_wait_ms,item_total_ms,stage_gap_ms,visual_plan_tokens_written,label_cache_pct,summary_cache_pct,slot_id,kv_tokens_at_start,prefix_shared_with_previous,label_prefill_tokens_per_s,label_decode_tokens_per_s,summary_prefill_tokens_per_s,summary_decode_tokens_per_s,label_finish_reason,summary_finish_reason,recovered,cpu_model,runner_name,cpu_busy_pct,cpu_busy_max,cpu_busy_min,load_1m,llama_rss_bytes,llama_rss_peak_bytes,python_rss_bytes,cgroup_peak_bytes,model_id,model_quantisation,n_ctx_configured,n_parallel,n_threads,n_batch,max_output_tokens,label_budget_tokens,summary_budget_tokens,run_visual_decision,temperature,failed_field,failed_rule
2026-08-30,2026-09-07,2026-09-07-34095143140,world-7441436866,8fe9451ce76e30c22c1077a9835bd48befa547f952c7de5294bee28193fcd301,https://news18.com/explainers/houthis-vs-saudi-is-yemen-the-next-battleground-in-iran-war-explained-ws-l-10313939.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-2215333377,336f6fbc250cba012dc4024519b7113241ff4029870692ceae1776097dc008d4,https://channelnewsasia.com/asia/nepal-disaster-flood-national-mourning-day-6366741,world,cna-world,publish,ok,,,2471,406,117,,1049,88,89160,15190,73961,1501,265,922,406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-6264097200,f52432878f8a25b0999b1398b109eaffeacf14e3cc813a32c791ccd997b8453c,https://news.mongabay.com/short-article/2026/09/new-nocturnal-snake-from-new-guinea-named-after-slash-of-guns-n-roses,world,mongabay,publish,ok,,,3205,496,68,,475,24,74480,18332,56137,1644,201,922,496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-3930487466,3d8c743bf5e61eaa713f2da26ba9f682f12f623ec35b1d6536d48bee7b916711,https://thehindu.com/news/national/kerala/mammootty-turns-75-fans-celebrate-an-icon-whose-passion-for-cinema-never-fades/article71437538.ece,india,the-hindu-national,publish,ok,,,3286,524,66,,1488,38,82423,21333,61078,1753,219,922,524,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-1766459372,3865150c65faafec3942bbd78ce91d2ac4f6a1fc2d67edb9aa8cf3ce965ac622,https://timesofindia.indiatimes.com/india/wont-tolerate-abusive-language-against-women-vijay-amid-row-over-udhayanidhis-remark/articleshow/133864717.cms,india,toi-india,publish,ok,,,658,108,47,,688,86,47488,5273,42084,1116,154,922,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-2376104603,dbcefa187022da9bf6f5c1e9b92b1aaf200d15ee31fc8398f57405914f754faa,https://freepressjournal.in/mumbai/chhatrapati-sambhajinagar-viral-video-5-ride-one-scooter-for-risky-instagram-reel-rider-apologises-after-case-filed-mumbai-news,india,free-press-journal,publish,ok,,,2399,385,45,,891,17,59429,14661,44758,1491,162,922,385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-9275965497,d5d678ddd677183981d490c76fae6cc33987693f364bcff3ead7d3b6bd26dfdd,https://indiatoday.in/india/video/goldman-sachs-bullish-on-rupee-tata-motors-bids-for-iveco-sc-hears-airfare-plea-ytvd-2988622-2026-09-07,india,india-today,publish,ok,,,3529,524,58,,586,55,78381,19387,58985,1665,212,922,524,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-3428689410,b7245caeaec64202466d32136c74533028d41363d5c9e8ab44fd1089a8449b8d,https://hindustantimes.com/india-news/russia-ready-to-supply-as-much-oil-as-india-needs-envoy-slams-pressure-tactics-amid-us-100-tariff-threats-101788753211137.html,india,hindustan-times,publish,ok,,,4192,689,68,,567,51,75966,22894,53061,1834,191,922,689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-2273210237,38ba10d37a9a1b7d7c2dd5ef6f0f75b55c825282e92dbf8c346ccfe6586d116f,https://indiatoday.in/india/video/satya-niketan-crisis-dilapidated-pgs-high-rents-and-severe-fire-hazards-threaten-du-students-ytvd-2988755-2026-09-07,india,india-today,publish,ok,,,4403,606,71,,249,55,69660,20691,48831,1730,176,922,606,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-2500654227,1ef539bee6338493a4e1068b28fe9ba44e33ce1dca23b79942124a63aad03cf1,https://thehindu.com/news/international/us-iran-war-live-updates-israel-strikes-lebanon-hezbollah-donald-trump-netanyahu-september-7-2026/article71437351.ece,india,thehindu-all,publish,ok,,,687,109,50,,1041,41,48201,5503,42610,1120,156,922,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,ai-1294013177,3784d7aba9718af9aa1923cc7e21d6332b37aba7cf0db2607f02e2b6f30a7e79,https://openai.com/index/research-acceleration-view-inside-openai,ai,openai-news,fetch,failed,http_client_error,403,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,ai-1931821351,b5898210effe4127fb3cc67dab35549e313450239ca992567699fd0d5e575876,https://techcrunch.com/2026/09/06/authors-push-back-as-publishers-and-agents-seek-share-of-anthropic-settlement,ai,techcrunch-ai,publish,ok,,,3608,606,92,,387,45,214541,177700,36828,1747,204,0,606,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,energy-9596851960,bfeb2f9318f81ef83885260c60d912cecec45bee209398afd8a9ed1e73e8577b,https://cleantechnica.com/2026/09/06/tesla-cybercab-rollout-being-investigated,energy,cleantechnica,publish,ok,,,4049,676,118,,437,25,138142,94437,43654,1845,240,922,676,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-3293528717,c6e761e9302e9e8dcd521f7bf46ae4414a83fe7e4106192b739a8476348d1518,https://bbc.co.uk/news/articles/c0e3p1j7n3ro?at_campaign=rss&at_medium=RSS,business-economy,bbc-business,publish,ok,,,5320,888,122,,190,64,263896,215452,48372,2119,261,0,888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-8535696176,4d1f1fc58d27cf30e626b66f49950f36464c19131f705d01f2b429592a451529,https://voxdev.org/topic/energy-environment/mining-peace-why-and-how-location-new-mines-shapes-conflict-risk,business-economy,voxdev,publish,ok,,,11294,1744,108,,579,34,301798,253300,48441,3378,250,923,1744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-0014577059,cc3aded9f0bb0da389a9cb89c74146b3aa46366086b299dda82c42eeeebfdff6,https://aljazeera.com/news/2026/9/6/amazon-cargo-plane-crashes-in-us-while-landing-at-miami-airport?traffic_source=rss,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-2413789628,818d14f6b36ea5bcad44ccbfc2fda6bf5f9aa77e379166d347a250dd2028251a,https://channelnewsasia.com/business/uks-iqe-posts-half-year-profit-ai-infrastructure-demand-6366826,business-economy,cna-business,publish,ok,,,952,152,77,,658,93,63636,26658,36924,1183,207,922,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-7870901218,12d970fb716bb3e224714eb87dbfcfd4e53d7b46be599e42bcf51da45f7b3f62,https://news18.com/world/amazon-cargo-plane-crashed-at-miami-airport-several-dead-video-shows-terrifying-moment-10313455.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-0560740888,e9399ba3637bae18d92bd84c8b96d9176c26c2b6014b933e459dba884d862fb1,https://aa.com.tr/en/world/5-killed-5-injured-after-amazon-cargo-plane-overruns-runway-at-miami-airport/4049164,world,anadolu-world,summarize,failed,copied_source,,2274,360,,,4293,210,153317,,,,,,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-4064921156,f5e8e276df059a44ef6c9be4243bdd7986b9084677cef985a98191d04733da49,https://apnews.com/article/stocks-markets-ai-jobs-rates-oil-5fed4e21cb3f80eef06087217dbbd9f7,world,apnews-world,publish,ok,,,3348,543,122,,149,241,148427,94164,54202,1842,294,922,543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-3832483820,174a9f4145409bec90212428d7d42ab451b2367a44c15e84767ac885dc27cb61,http://africanews.com/2026/09/07/libya-arrests-five-people-in-connection-with-drone-strikes-on-refinery,world,africanews,publish,ok,,,1309,215,71,,774,36,72562,35251,37213,1266,211,922,215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-8487928092,389e17fad2aaed1c51226683ae8cbe55164e6a5f1f257c9cb6e30915eaeff209,https://news.mongabay.com/2026/09/what-conservation-rumors-reveal-about-climate-projects-in-the-congo-basin-commentary,world,mongabay,publish,ok,,,12445,1806,141,,600,41,363330,307421,55826,3889,283,923,1806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,world-8145317993,a2989a5b71bde8694b8c64db503ca4bcfa5d1bcaa72f5a05a9c6c586b143af1f,https://japantimes.co.jp/news/2026/09/07/japan/japan-online-universities-high-school-sudents,world,japan-times,publish,ok,,,801,123,52,,1599,46,51821,20671,31140,1124,178,922,123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-2660801962,b04e141a714505aa02e68bd9c1eda64bce28d174915f52a4465d05679d3bd6bc,https://thehindu.com/news/national/kerala/jc-daniel-international-film-city-in-kochi-expansive-studio-floors-entertainment-zone-exhibition-centre-among-facilities-on-the-anvil/article71437639.ece,india,the-hindu-national,publish,ok,,,2811,440,93,,651,40,108154,65133,43010,1559,244,922,440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-6090135555,9008430fb972040398c91a1adcf07b37e33b4a749e588698a49e38e7f655f6b0,https://timesofindia.indiatimes.com/india/politicians-who-hit-doctors-should-be-taken-into-custody-not-allowed-to-roam-free-sc/articleshow/133866197.cms,india,toi-india,publish,ok,,,633,98,57,,833,108,42827,17812,25006,1096,143,922,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-7800612352,ab4ff5d01afd0a005aa819fc4de34ab4587dc401e7ee4c9493e749b306d6c078,https://thehindubusinessline.com/markets/stock-markets/tata-motors-shares-steady-as-iveco-tender-offer-window-opens-today/article71437571.ece,india,thehindu-business,publish,ok,,,1907,302,157,,525,40,120912,57700,63200,1486,346,922,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-4676917899,92381de8f8ca8e8bc5e8903742abafe4a89f5f46edade6b30d1d51043e07d163,https://hindustantimes.com/india-news/us-envoy-sergio-gor-holds-talks-with-amazon-executives-on-expanding-india-footprint-101788754487123.html,india,hindustan-times,publish,ok,,,2077,309,79,,320,54,78394,44477,33907,1355,190,922,309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-2427026024,663fdc9d09653a68418f35157a47e5e3232f157ed2989fa285f75b3a4ac97b42,https://livemint.com/news/us-news/amazon-cargo-plane-crashes-at-miami-airport-after-overshooting-runway-fire-erupts-11788727190248.html,india,livemint,publish,ok,,,3215,493,51,,419,33,101198,73815,27372,1643,151,922,493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-8244779999,818f658cdd4a2bdf6efef57b8702edf5855e1f8344d9ebbf40aac1686a31b91a,https://india.mongabay.com/2026/09/little-is-known-about-this-flycatcher-that-migrates-across-the-country-every-year,india,mongabay-india,publish,ok,,,9663,1432,114,,462,33,253811,201482,52254,2883,268,923,1432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,india-9766362441,68bc7bdbdae1514974d51c4034cac53da92898931506917699b32b275f9d379c,https://livemint.com/companies/news/caratlane-expansion-diamond-jewellery-titan-growth-target-11788753787741.html,india,livemint-companies,extract,failed,paywalled,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,ai-8694737183,954342d9e432a51fd3817aacc88b5f7d1d7ccd81ba22c99c33dcbd9a7dd5df8d,https://fastcompany.com/91602695/chatgpt-sites-makes-building-a-website-feel-like-making-a-google-doc?partner=rss,ai,fastcompany-tech,publish,ok,,,6471,1118,111,,347,82,294646,245300,49252,2412,259,0,1118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,energy-9631780536,ddc46925f92156b83fbd93fc8b8c478d85a568ebdfb8ee882f5f8f0c5732948c,https://solarquarter.com/2026/09/07/merc-approves-inr-1445-56-million-annual-tariff-for-dharashiv-beed-power-evacuation-project-in-maharashtra,energy,solar-quarter,publish,ok,,,3279,440,101,,2420,95,211613,163368,48225,1616,270,0,440,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,energy-3538635580,58d36ed6a1b4ab3cfea8d41819bb244b647a5015d4dd2e7bb20e96f751547bd3,https://energymonitor.ai/comment/europe-nuclear-capacity,energy,energymonitor,publish,ok,not_prose,,398,61,26,,198,35,126309,105853,20410,1049,110,0,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-8056321978,7326b55dd32e2bbad975f44019ecb9755be56e7f814fadcd1f3f7aecd893784c,https://businesstoday.in/india/story/bt-explainer-what-is-vrrr-auction-and-why-is-it-key-to-rbis-liquidity-management-post-fcnr-b-boost-553559-2026-09-07,business-economy,business-today-in,publish,ok,not_prose,,481,77,38,,180,92,45993,18386,27594,1102,154,922,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-0498238113,67ed38e26b233aa1710a5258841ee24b24ebf13817950d4e1fd3a6f4161eed45,https://nber.org/papers/w35692,business-economy,nber-new,fetch,failed,http_client_error,403,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,2026-09-07,2026-09-07-34095143140,business-economy-5911796504,84222df81f1d3318707055bca1ecad2686cfe318cd69c0b791c3764de22e8f00,https://seekingalpha.com/news/4640540-huawei-xiaomi-target-apple-with-high-end-phone-launches-ahead-of-foldable-iphone?feed_item_type=news,business-economy,seekingalpha,fetch,failed,http_client_error,403,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
