version,date,run_id,judge_id,shard,shards,outcome,started_at,seconds_spent,model_calls,tokens_in,tokens_out,model_seconds,host_model
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,-1,4,completed,2026-09-26T00:27:36Z,12.523735348999992,,,,,
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,-2,4,completed,2026-09-26T01:23:36Z,0.03846816300000455,,,,,
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,0,4,completed,2026-09-26T00:29:08Z,3135.239907315,64,31648,128,3135.0517487070015,
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,1,4,completed,2026-09-26T00:29:30Z,3123.4260732000002,64,31312,128,3123.243365739001,
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,2,4,completed,2026-09-26T00:29:35Z,2947.6657008209995,64,31158,128,2947.490616138,
2026-09-21T12:00,2026-09-24,2026-09-26-36204867495,content-similarity-judge,3,4,completed,2026-09-26T00:29:36Z,1429.860167903,62,30336,124,1429.7227911600003,
