version,date,run_id,item_id,url_key,canonical_url,vertical,source_id,stage,outcome,code,http_status,source_chars,source_words,summary_words,detail,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,source_words_before_cap,shard,span_integrity,elements_found,element_class,model_calls,call_1_kind,call_1_prefill_ms,call_1_decode_ms,call_1_input_tokens,call_1_output_tokens,call_1_cached_tokens,call_2_kind,call_2_prefill_ms,call_2_decode_ms,call_2_input_tokens,call_2_output_tokens,call_2_cached_tokens
2026-08-30,2026-09-08,2026-09-08-34198561963,world-8532979426,703ea73a0aac0ee2b19c2c538143c6034683c4b59e77536793f80ab51902302c,http://euronews.com/my-europe/2026/09/08/trial-into-deadliest-migrant-channel-crossing-begins-in-france,world,euronews,publish,ok,,,3535,558,77,,780,53,69821,21743,48068,1667,188,922,558,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-7707631501,fcebbfe06d077f8d37139aec501acddfa0820a74aa975d9bcc1e08e667eacd77,https://thehindu.com/news/national/tamil-nadu/why-are-the-sarkaria-commission-report-and-veeranam-project-back-in-focus-explained/article71441564.ece,india,the-hindu-national,publish,ok,,,6914,1101,108,,734,39,136925,49142,87672,2619,331,923,1101,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-8803590691,a410863f6c2e5a23f69503ee15c44304bec7f3aae982fa7abaa8eca5dc3b9fa1,https://timesofindia.indiatimes.com/india/forgotten-who-delhi-belonged-to-hafiz-saeeds-son-threatens-india-in-jihadist-speech/articleshow/133908572.cms,india,toi-india,publish,ok,,,907,141,51,,723,85,57061,8196,48857,1197,194,922,141,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-0129073978,155000e38567973ade3878ce451f566eed448e9c63ed5750a902681903f48980,https://freepressjournal.in/tech/anthropic-walks-away-from-52800-crore-deal-to-acquire-decart-ai-report,india,free-press-journal,publish,ok,,,2689,426,80,,666,16,71630,17844,53775,1537,209,922,426,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-2905270312,ae7262d665399028763cef73d643f89dd2835cd39aa3d383379914b426fd178c,https://thehindubusinessline.com/info-tech/anthropic-said-to-walk-away-from-6-billion-decart-purchase/article71441187.ece,india,thehindu-business,publish,ok,,,3115,497,64,,1138,29,66071,19461,46600,1605,183,922,497,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-4949122217,37f916e7873c4ca90067c88af57bb9f0b682d3c2dbcaeebb073ed0d24bb89ce4,https://livemint.com/news/us-news/canadas-retaliatory-us-tariffs-set-to-take-effect-which-american-products-face-new-duties-11788833231533.html,india,livemint,publish,ok,,,4107,625,77,,559,31,82840,24741,58089,1798,218,922,625,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-0022662182,f4f4bb58e3a65826a4398e98d2d73a5ee9001f026c3d475465a522c76b658a4e,https://deccanchronicle.com/southern-states/karnataka/bjp-ballari-meeting-denied-ground-permission-1985743,india,deccan-chronicle,publish,ok,,,2762,433,54,,14769,35,65665,17808,47743,1560,182,922,433,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-1034107827,5d380c02f3476fb3919470c54db6951b489c4efd35ed101fec78fdf4fb755f3f,https://livemint.com/market/stock-market-news/fpi-buying-autos-consumer-durables-festive-season-demand-11788798904500.html,india,livemint-markets,extract,failed,paywalled,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-5184391017,50a0e8bc66d0bb6978ff6b43557d7e8c7d4a13063c1246430c4464cd2ac350b3,https://scroll.in/latest/1095582/enough-is-enough-calcutta-hc-says-it-may-bar-more-firs-against-abhishek-banerjee,india,scroll-in,publish,ok,,,1909,306,77,,734,27,77933,13545,64379,1385,242,922,306,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-5558698776,41818634becfc3181dce0b86106898385ea47824a20612502952dbdac606980b,https://dnaindia.com/india/report-brics-summit-2026-delhi-police-issues-traffic-advisory-urges-commuters-to-these-routes-from-september-11-to-13-3220087,india,dna-india,publish,ok,,,2084,317,64,,2405,61,64325,13542,50774,1386,193,922,317,2,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,ai-3392740340,4d11ed62a144a3f4c2f6e00530d90722b7d8967436b129f93138ecb93c209d7e,https://mistral.ai/news/mistral-makes-sovereign-open-weight-ai-to-frontier,ai,mistral-news,publish,ok,,,3553,502,113,,561,119,116411,77779,38621,1651,270,0,502,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,energy-0613934976,e16e8d79e32d9f80a78832e33abf1a8f360d735780aa82168a2d44488834c099,https://electrek.co/2026/09/07/xpeng-iron-humanoid-robot-production-line,energy,electrek,publish,ok,,,4858,851,117,,929,22,138928,98421,40431,2091,286,0,851,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-9546361787,03e040138923f3bbeff9eb5ebba149f7dc43c7bc996bf83d3bfb4c6bf53d25f0,https://semafor.com/article/09/07/2026/malaysia-eyes-huawei-chips-despite-us-warnings,business-economy,semafor,publish,ok,,,806,122,88,,942,15,41163,9501,31624,1121,222,922,122,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-4488717253,11025bf6e0bc53c59c7047ac121b06d21d6fc8183bbeaeb341177390b5289959,https://npr.org/2026/09/08/nx-s1-5960990/canada-escalating-trade-war-us,business-economy,npr-business,publish,ok,,,7414,1183,121,,1351,25,117618,78347,39223,2549,273,923,1183,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-9235719762,c148692397daa65243a436542f9b8ace2ee2fb2be285bbdb0a601b9e88584aee,https://seekingalpha.com/news/4640630-samsung-nvidia-and-blackrock-back-mistral-ai-in-record-3b-funding-round?feed_item_type=news,business-economy,seekingalpha,fetch,failed,http_client_error,403,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-0498238113,67ed38e26b233aa1710a5258841ee24b24ebf13817950d4e1fd3a6f4161eed45,https://nber.org/papers/w35692,business-economy,nber-new,publish,ok,,,982,140,36,,872,16,79801,58061,21704,1203,153,0,140,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-3398738300,5d921c161b3a9d7c12a6aff84f89396611ae875e4eeefbe9aa9983a61f95a902,https://channelnewsasia.com/singapore/sia-air-india-investment-jeffrey-siow-kenneth-tiong-6368791,business-economy,cna-business,publish,ok,,,9093,1481,123,,588,73,137248,97091,40103,2951,288,923,1481,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-9762676759,1a1bdc9482a8ac17776f664d28ad8407f9a7b6abcf7680f22724853a0c0b9290,https://bbc.co.uk/news/articles/ce8e32n8epeo?at_campaign=rss&at_medium=RSS,world,bbc-world,publish,ok,,,3371,540,98,,251,36,70313,35614,34658,1682,251,922,540,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-8469656862,168dfa20995f091ecea9e441db609f3bec7d77c4ee20d9b1d41418fe153e96b9,https://abc.net.au/news/2026-09-08/australian-found-safe-after-nepal-tibet-flood-disaster/107130470,world,abc-au-world,publish,ok,,,1408,227,50,,554,37,41808,17298,24467,1289,177,922,227,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-1287040948,9984b4b1fdae27b4b023a07d23ce208e9a9dd7ce770a15d53cb51fc833795447,https://france24.com/en/asia-pacific/20260908-nepal-rescuers-race-to-free-dozens-trapped-in-hydropower-tunnels,world,france24,publish,ok,,,3159,511,106,,1002,29,68821,33912,34899,1637,249,922,511,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-6526363879,dab0824912a490e7583103ff8959fd209d759f8db6f72f575dc38a8ecbcbd4f1,https://news18.com/world/massive-fires-erupt-at-saudi-energy-facilities-after-houthi-attacks-several-injured-video-10315918.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-7491835137,67e3c9fb77168501e34afccc534c5bffc55fb99f38277288d2702ebb84890ae5,https://news.mongabay.com/short-article/2026/09/protect-this-tree-save-africas-rainforests,world,mongabay,publish,ok,,,415,67,46,,557,18,27577,6861,20654,1066,151,922,67,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-0761683036,dc0e3147672f3c5cf71a5955161abfa910fef70573634fa375f2c47546192214,https://economictimes.indiatimes.com/markets/stocks/news/hfcl-sterlite-tech-shares-jump-5-whats-driving-up-to-705-multibagger-run/articleshow/133911653.cms,india,economic-times,publish,ok,,,3835,611,82,,363,48,81819,47370,34439,1913,238,922,611,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-2823098055,1d0950e42cb47ec7b6ad83ba960730dff3ec865196250de8c433932492f450dc,https://thehindu.com/sci-tech/technology/apples-surprise-and-shine-event-what-to-expect-from-john-ternuss-first-keynote-on-september-9/article71441489.ece,india,thehindu-biz,publish,ok,,,2782,464,45,,630,28,51178,31987,19148,1596,136,922,464,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-0990527501,8a52e2966ae2780dcd4cb9bfa7698ae78afc5f0f267683fabe18ba44c2158b57,https://timesofindia.indiatimes.com/technology/tech-news/apple-iphone-18-pro-iphone-ultra-to-launch-on-september-9-likely-specifications-and-price/articleshow/133909359.cms,india,toi-top,publish,ok,,,5989,1048,111,,436,44,114784,68177,46553,2373,334,923,1048,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-6393962046,d6cd3334d7caaa3e2d40f116d76721dc9beaff4a484383349528ee681707d491,https://livemint.com/market/copper-ascends-to-new-heights-on-tight-supply-and-tariff-fears-11788847556298.html,india,livemint-markets,publish,ok,,,2148,347,77,,321,94,60934,26694,34231,1477,244,922,347,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-1599505579,447a035fc4fd38ab628086d1e51d60b9b7131e709e4b0f6a4676785c008ae058,https://india.mongabay.com/2026/09/the-tiger-reserve-with-abundant-prey-but-no-resident-tigers,india,mongabay-india,publish,ok,,,12666,1857,140,,397,33,174758,127419,47243,3538,315,923,1857,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-5404727763,e3563a7d8644a9d33da45cfb6b72e4a6ffa0d60d4fd163ac9bce917a422aae3e,https://thehindu.com/news/cities/kolkata/durga-puja-under-bjp-rule-in-west-bengal-a-push-for-vegetarianism-and-tradition/article71441501.ece,india,thehindu-all,publish,ok,,,6004,994,114,,433,30,113174,68100,45022,2315,312,923,994,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-1686727491,bcc08551f3b8f3435e1603af634d04b8998865c2753d2ff21ec6d5d812afc29f,https://hindustantimes.com/india-news/ed-finds-rs-60cr-financial-irregularities-in-tmc-mp-linked-newspaper-during-24-hour-long-searches-101788850130865.html,india,hindustan-times,publish,ok,,,2372,359,58,,416,38,52374,24015,28351,1434,204,922,359,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-7510634443,4fb4e6eea8ab63cbe6b9eee1665440a23414540e2a2e4ec02f1f73c28ff787df,https://thefederal.com/category/states/south/karnataka/karnataka-sir-padma-shri-awardee-harekala-hajabba-gets-ec-notice-over-name-discrepancy-256034,india,the-federal,publish,ok,,,2579,407,91,,2347,63,65998,30770,35219,1582,255,922,407,0,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,ai-6069040744,e14d90d99dba4a685b73d587110b503073ec09ecd6373218cfc47478bc5264d9,https://pytorch.org/blog/cambricon-joins-the-pytorch-foundation-as-a-platinum-member,ai,pytorch-blog,publish,ok,,,6517,912,121,,1907,34,283782,228810,54904,2255,312,0,912,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,energy-8638445682,28050ef8e9d5b472332438719422cf8b9e90dc3405a99887268fd624be55a51e,https://oilprice.com/Latest-Energy-News/World-News/Germany-Faces-Winter-Gas-Shortage-Risk-as-Storage-Lags.html,energy,oilprice,publish,ok,,,1967,345,77,,925,53,182019,143935,38070,1418,220,0,345,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-0475025997,c7fa81736cfc664dc55845f05fe0659e843bab4a25d53944b2a653586b17d998,https://channelnewsasia.com/business/french-ai-company-mistral-hits-24-billion-valuation-in-funding-round-6368836,business-economy,cna-business,publish,ok,,,2440,401,137,,1042,110,112027,61451,50565,1524,293,922,401,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-3958869259,a65326ac1902d90bc930f22a236922b681dced90012cea3cc13e7da689b93bd7,https://theguardian.com/world/2026/sep/07/canada-tariffs-us-trump,business-economy,guardian-business,publish,ok,,,3750,594,116,,716,43,130989,85760,45218,1762,259,922,594,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-9683604907,307decdaa28dddab9d08b8a928ac3c34450ec2af82d7a5d1dde2744377671952,https://nber.org/papers/w35670,business-economy,nber-new,publish,ok,,,1177,176,36,,865,25,155100,125855,29194,1245,170,0,176,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-5833714555,092cab491d925f7b5141e7391a2cfdb11dca902654c4d8decadb5d61c0019682,https://aljazeera.com/sports/2026/9/8/us-open-zheng-in-5-0-comeback-gauff-rybakina-zverev-also-reach-quarters?traffic_source=rss,business-economy,aljazeera-economy,fetch,failed,robots_denied,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-9388253138,73aaec28919b6bd20829aa3929ec463fefcb11ed2c429bb3de4d1f3d3ee5a4a7,http://euronews.com/next/2026/09/08/amd-unveils-personal-super-computer-for-new-era-of-computing,world,euronews,publish,ok,,,2621,404,74,,827,64,99256,59454,39749,1503,227,922,404,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-7109894589,b0c3c854ab416dbd6f0e648b99f232a1acadf5444ae8b74d8acd17af234cf89f,https://japantimes.co.jp/business/2026/09/08/economy/china-japan-imports-anti-dumping,world,japan-times,publish,ok,,,1714,261,79,,2456,50,82427,44074,38341,1355,224,922,261,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-1680618698,9952a79b60e4b4ca6bb2cc976b3abba973cbae2d3d295e531132498847ff6e02,https://independent.co.uk/news/world/europe/ukraine-russia-war-live-trump-putin-zelensky-kyiv-missiles-b3046302.html,world,independent-world,publish,ok,,,6216,995,114,,1953,70,180972,136110,44810,2255,254,923,995,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-7388029025,6d9aba9566f85061c138d88f1b4d08aca9cba517d79d52bd8c7ed803ec91ae3c,https://thehindu.com/news/international/houthi-strikes-in-saudi-arabia-wound-many-says-riyadh-led-coalition/article71441370.ece,world,thehindu-intl,publish,ok,,,2238,360,132,,671,42,106584,58541,48031,1494,280,922,360,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-9428073288,2f47c33f388b37486f7df9a0dc7e35abc4708798ac1e044ee26278bcfdb5476f,https://news18.com/explainers/can-india-and-china-really-be-friends-again-the-brics-test-for-pm-modi-and-xi-jinping-ws-ls-10315583.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-4503377906,087f29e8df6e53f2ab7182c83b9b080527209617206322947fbe2dce1cfd29a8,https://thehindu.com/news/national/assam/gaurav-gogoi-flags-removal-of-gazette-notification-on-kaziranga-animal-corridors-from-assams-official-website/article71441508.ece,india,the-hindu-national,publish,ok,,,3360,505,174,,331,41,147509,84350,63144,1748,364,922,505,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-2270345916,8fc4dc01987c52bc75cbffec6d3c4182d174e16143a8b4300a1a31f11887eae9,https://economictimes.indiatimes.com/markets/stocks/news/esds-software-solution-shares-rally-195-from-ipo-price-in-just-three-sessions/articleshow/133908672.cms,india,economic-times,publish,ok,,,2923,432,56,,369,75,107441,72067,35324,1628,206,922,432,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-4821739801,c73a46c081c565198c38c323d2c410288982fe7f97a779fe4f159614526b4e25,https://timesofindia.indiatimes.com/business/india-business/samsung-india-cuts-80-100-jobs-as-chip-prices-more-than-double-and-smartphone-volumes-fall-11-12-another-round-may-come-after-diwali-up-to-25-of-electronics-sales-and-marketing-staff-at-risk/articleshow/133911104.cms,india,toi-top,publish,ok,,,5351,832,131,,808,76,167768,113738,53970,2036,307,923,832,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-5542618440,70b50eb0cc9fd948d1117624dd75afcce52a30c7b579ae19b73f061e668db9cf,https://thehindubusinessline.com/companies/reliance-industries-plans-to-raise-12500-crore-through-local-currency-bonds/article71441084.ece,india,thehindu-business,publish,ok,,,1733,291,106,,671,35,87617,45882,41724,1374,243,922,291,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-3223532407,5a8961a8e395ff77aaa877782a1ee4c5aaeabd55f99018ef89f8835f13f865e8,https://livemint.com/companies/news/tim-cook-apple-ternus-11788778945936.html,india,livemint-companies,extract,failed,paywalled,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-4013811028,36587fca9254fd5453848ba8234d7d0d5cc04af1421225336ca52da4d89ccf1f,https://indiatoday.in/india/video/pm-modi-lands-in-vadodara-for-mega-youth-outreach-event-meets-gen-z-ytvd-2989629-2026-09-08,india,india-today,summarize,failed,copied_source,,4283,630,,,1703,63,140532,,,,,,630,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-1421941189,07e9a638f66f35c57a6e4dba724e79f7b2eb6fd4afe77fea4960b2a8d545d7d3,https://livemint.com/news/us-news/americas-richest-immigrants-19-of-the-richest-immigrants-in-us-were-born-in-india-11788849550961.html,india,livemint,publish,ok,,,2773,465,67,,93,151,115904,78097,37741,1686,219,922,465,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-1516065172,8d17a7330d094194973b80d9d840e180b4ab77dcec9756dfb47881b25afdb619,https://scroll.in/latest/1095583/cji-asks-aravallis-panel-if-it-is-waiting-for-him-to-retire-sc-declines-six-month-extension,india,scroll-in,publish,ok,,,2553,404,88,,444,34,99112,60879,38142,1519,221,922,404,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,india-8942351848,5bb67f067632c5e8957700334930178d4664bbf4c81dd3bd1a25748a574756b5,https://dnaindia.com/india/report-who-is-medha-roopam-why-has-cec-gyanesh-kumar-s-daughter-been-asked-to-pay-rs-5-lakh-to-delhi-student-3220085,india,dna-india,publish,ok,,,2503,395,72,,2255,92,108619,68202,40405,1589,233,922,395,3,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,ai-8546775109,7f02787c6b9998458a4644577bb580d2164495add6c895b288338aeec096bc89,https://pytorch.org/blog/alibaba-cloud-ant-group-cambricon-and-huawei-come-together-in-shanghai-to-advance-the-open-source-ai-stack-at-pytorch-conference-china,ai,pytorch-blog,publish,ok,,,9700,1438,100,,1394,41,349209,298710,50438,2965,269,0,1438,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,energy-9308875633,72742dbb1e125f716066241edc2b3cde01cf954f57cad51cad5f5ecc5cf025f0,https://solarquarter.com/2026/09/08/gerc-defers-inr-2-34-kwh-tariff-for-1250-mw-solar-procurement-over-grid-stability-concerns-in-gujarat,energy,solar-quarter,fetch,failed,http_client_error,403,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-8521487868,04393f2774e265fc165185169676ecb62128452d445dadf2fe65b004bc02ed70,https://bazaar.businesstoday.in/business-news/story/mukesh-ambani-reliance-plans-to-raise-up-to-rupees-12500-crore-through-a-major-bond-issue-1447996-2026-09-08,business-economy,business-today-in,publish,ok,not_prose,,1986,391,47,,367,53,123804,94387,29406,1853,161,922,391,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-6023480809,a61de63d6770b9e98cb36e58a96286cb5d9036c79be56e4a75a431103ecd6d8f,https://bbc.co.uk/news/articles/c8jdev0422jo?at_campaign=rss&at_medium=RSS,business-economy,bbc-business,publish,ok,,,4626,775,140,,448,66,163529,107263,56213,1985,310,923,775,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-7057325787,aef5ffdaca67cedb0e47d2c1171c0429393e2189e28f67b042f518d56fe96447,https://seekingalpha.com/news/4640629-nvidia-supplier-wistron-slides-6-after-pricing-15b-stock-offering?feed_item_type=news,business-economy,seekingalpha,publish,ok,not_prose,,361,56,36,,388,185,129715,106053,23651,1062,136,0,56,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,business-economy-6856759314,d310cbdbe09bf812557ace0cccbf8ebaa46320d718fb99d3f063e43a5975fe14,https://theguardian.com/business/live/2026/sep/08/oil-price-approaches-100-a-barrel-saudi-attacks-bank-of-england-latest-news-updates,business-economy,guardian-business,publish,ok,,,9034,1452,129,,724,94,257415,200485,56845,2901,303,923,1452,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-4798515741,f814a72d7fb8a61d315ac601e619a06ef9b433f82f2bd33542fb2839948aa9f7,https://independent.co.uk/news/world/europe/alex-gibney-casey-affleck-elon-musk-javier-bardem-florian-zeller-b3046326.html,world,independent-world,publish,ok,,,3265,540,74,,442,42,205439,170285,35102,1701,197,0,540,1,,,,,,,,,,,,,,,,
2026-08-30,2026-09-08,2026-09-08-34198561963,world-0271498881,f76e95dcc7110a81e18143e8290c990b6f6f7dad1daa5b86a9ea0835be9718d3,https://japantimes.co.jp/business/2026/09/08/markets/canada-50-tariffs-us-trade-war,world,japan-times,publish,ok,,,652,109,68,,1752,49,57015,21359,35613,1131,201,922,109,1,,,,,,,,,,,,,,,,
