version,date,run_id,item_id,url_key,canonical_url,vertical,source_id,stage,outcome,code,http_status,source_chars,source_words,summary_words,detail,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,source_words_before_cap,shard,job,span_integrity,elements_found,element_class,model_calls,label_kind,label_prefill_ms,label_decode_ms,label_input_tokens,label_output_tokens,label_cached_tokens,summary_kind,summary_prefill_ms,summary_decode_ms,summary_input_tokens,summary_output_tokens,summary_cached_tokens,truncation_cap_tokens,selection_score,authority_score,tier_score,feed_weight,feed_reliability,lens_bonus,recency_bonus,carriage_step,watchlist_bonus,carried_by,watchlist_hit,on_front_page,tier,source_form,published_at,time_source,item_started_at,item_ended_at,item_index,shard_item_count,queue_wait_ms,fetch_connect_ms,fetch_ttfb_ms,robots_ms,retry_count,retry_total_ms,label_ms,summary_ms,visual_plan_ms,visual_plan_ms_is_estimate,faithfulness_ms,model_wait_ms,item_total_ms,stage_gap_ms,visual_plan_tokens_written,label_cache_pct,summary_cache_pct,slot_id,kv_tokens_at_start,prefix_shared_with_previous,label_prefill_tokens_per_s,label_decode_tokens_per_s,summary_prefill_tokens_per_s,summary_decode_tokens_per_s,label_finish_reason,summary_finish_reason,recovered,cpu_model,cpu_busy_pct,cpu_busy_max,cpu_busy_min,load_1m,llama_rss_bytes,llama_rss_peak_bytes,python_rss_bytes,cgroup_peak_bytes,model_id,model_quantisation,n_ctx_configured,n_parallel,n_threads,n_batch,max_output_tokens,label_budget_tokens,summary_budget_tokens,run_visual_decision,temperature,failed_field,failed_rule
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,world-hdnxm38cyje90asv,8b6bda0d0cf49c902b3bc8475804309a9ce00e1a3e22c87357c768e4716a17e4,https://thehindu.com/news/international/indonesia-begins-operation-to-right-capsized-ship-in-java-sea-as-129-remain-missing/article71479645.ece,world,thehindu-intl,publish,ok,,,2315,385,82,,418,46,489062,159691,329326,7512,1601,5991,385,3,work,True,14,chartable,2,label,153358,174333,3307,848,1837,summarize_and_plan,6333,154993,4205,753,4154,,1.188577,0.6,0.6,1.0,1.0,0.0,0.5885769398189662,0.0,0.0,1,False,False,2,article,2026-09-18T06:57:23Z,feed,2026-09-18T07:34:26Z,2026-09-18T08:19:30Z,10,20,2214202,24,59,326,0,0,327700,161336,93243,True,934,45,490467,7,453,55.55,98.79,0,4154,True,9.59,4.86,8.05,4.86,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.85,99.96,96.84,5.05,12170113024,12227497984,1359265792,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,True,0.2,,value_error
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,world-1an4xhqk3m4bfj0s,0aaa4ec6f31d08b7c819e955406f5f6eef4f31d0e800645ec323b8011a531864,https://japantimes.co.jp/sports/2026/09/18/more-sports/nagoya-asian-games-preview,world,japan-times,publish,ok,,,609,91,76,,976,46,153528,76683,76627,5283,388,4556,91,3,work,True,3,unclassified,2,label,70364,41946,2508,212,1837,summarize_and_plan,6319,34681,2775,176,2719,,1.180927,0.6,0.6,1.0,1.0,0.0,0.5809272731136274,0.0,0.0,1,False,False,2,article,2026-09-18T06:37:00Z,feed,2026-09-18T07:34:26Z,2026-09-18T08:22:04Z,11,20,2703183,27,712,228,0,0,112505,41007,,,318,218,154873,5,,73.25,97.98,0,2719,True,9.54,5.05,8.86,5.07,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.54,99.96,96.95,4.44,12507004928,12543311872,1364258816,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,False,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-m7e62jwcj01bwx29,a1dc614b8c9002be744995b18f4210fec581e5d040f0312f70fff6bc22876930,https://deccanchronicle.com/technology/anthropic-says-its-model-claude-is-helping-to-build-next-version-of-itself-1988411,india,deccan-chronicle,publish,ok,,,3218,508,70,,3680,49,528495,227183,301266,7115,1475,4954,508,3,work,True,4,unclassified,2,label,134076,166617,3121,824,1837,summarize_and_plan,93107,134649,3994,651,3117,,1.699654,0.6,0.6,1.0,1.0,0.0,0.5996535264848284,0.0,0.5,1,True,False,2,article,2026-09-18T07:26:26Z,feed,2026-09-18T07:34:27Z,2026-09-18T08:30:54Z,12,20,2853305,539,1137,1341,0,0,300702,227768,74667,True,1451,46,533682,7,361,58.86,78.04,0,3944,True,9.58,4.95,9.42,4.83,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.49,99.96,97.0,5.81,12511453184,12594204672,1355321344,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,True,0.2,,value_error
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-devjarnfkcn829jg,6bb72562af9b2a812650b5259e2134f6451bacfa8152cdf998e1c3b19766e372,https://thehindu.com/business/Industry/apple-pay-eyes-india-rollout-with-axis-bank-sources-say/article71479562.ece,india,thehindu-biz,publish,ok,,,1931,317,67,,118,45,300462,129368,170920,6788,860,5556,317,3,work,True,7,unclassified,2,label,122725,139451,3013,707,1837,summarize_and_plan,6643,31469,3775,153,3719,,1.679301,0.6,0.6,1.0,1.0,0.0,0.5793014807066514,0.0,0.5,1,True,False,2,article,2026-09-18T06:32:38Z,feed,2026-09-18T07:34:31Z,2026-09-18T08:35:55Z,13,20,3383094,19,94,0,0,0,262324,38121,,,779,174,301409,5,,60.97,98.52,0,3719,True,9.58,5.07,8.43,4.86,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.68,99.96,96.64,4.32,12878090240,12878090240,1407901696,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,False,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-4v21bakdtstkn1gb,26c415aa6dd6753a860b4a805486d4a1ba68d0ab1b066af11350e0e192424c2f,https://economictimes.indiatimes.com/industry/banking/finance/apple-pay-set-for-india-launch-next-month-with-axis-bank-credit-cards-sources/articleshow/134326330.cms,india,economic-times,publish,ok,,,1868,309,76,,473,76,294557,122388,172134,6687,895,5523,309,3,work,True,7,unclassified,2,label,115852,142595,2945,742,1837,summarize_and_plan,6536,29539,3742,153,3686,,1.646443,0.6,0.6,1.0,1.0,0.0,0.5464428146276208,0.0,0.5,1,True,False,2,article,2026-09-18T05:01:39Z,feed,2026-09-18T07:34:31Z,2026-09-18T08:40:51Z,14,20,3683791,11,296,154,0,0,258455,36083,,,719,35,295830,5,,62.38,98.5,0,3686,True,9.56,5.2,8.57,5.18,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.69,99.94,96.67,5.38,12902289408,12953862144,1407909888,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,False,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-bsb3wnskndn94e7c,5e563e5733ab6a9238ecebe081aff9828b89719cf9ba2e6d534d5ec27be97fb3,https://livemint.com/news/trends/sabse-pahele-lena-humnein-hai-apple-iphone-18-pro-pro-max-sparks-pre-dawn-rush-in-delhi-mumbai-and-bengaluru-11789700053576.html,india,livemint,publish,ok,,,4151,676,86,,293,35,451613,237897,213665,8805,1044,6547,676,3,work,True,25,chartable,2,label,231597,136223,4044,667,1837,summarize_and_plan,6300,77442,4761,377,4710,,1.608156,0.6,0.6,1.0,1.0,0.0,0.5081558877714911,0.0,0.5,1,True,False,2,article,2026-09-18T03:08:28Z,feed,2026-09-18T07:34:31Z,2026-09-18T08:48:24Z,15,20,3978744,15,53,211,0,0,367830,83756,27526,True,2128,51,454077,8,134,45.43,98.93,0,4710,True,9.53,4.9,8.1,4.87,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.22,99.94,96.79,6.0,12881977344,12953862144,1348395008,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,True,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-vvxjkpwt6n1yn122,defb29db9a3543ea84428afd06dbdc02f914a0510c9966ee2bdde9de357f049c,https://timesofindia.indiatimes.com/india/ex-union-minister-ravneet-singh-bittus-convoy-attacked-in-punjab/articleshow/134327193.cms,india,toi-india,publish,ok,,,697,112,89,,619,84,219030,75350,143468,5583,731,4866,112,3,work,True,0,narrative,2,label,69007,103208,2498,532,1837,summarize_and_plan,6343,40260,3085,199,3029,,1.414897,0.6,0.6,1.0,1.0,0.0,0.5648967467058745,0.25,0.0,2,False,False,2,article,2026-09-18T05:53:24Z,feed,2026-09-18T07:34:32Z,2026-09-18T08:52:04Z,16,20,4431789,9,26,546,0,0,172402,46611,,,405,212,220143,5,,73.54,98.18,0,3029,True,9.58,5.15,8.83,4.94,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.96,99.97,97.02,4.9,13213130752,13260808192,1369128960,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,False,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-ym3nv9ff72qg8q25,f5075da5ef38af045c45f9efe05ed07e853c89e2d9d27de72e3db3e82546e5b1,https://indiatoday.in/india/video/karnataka-congress-mla-sparks-buzz-backs-siddaramaiah-questions-dk-shivakumars-vote-pull-ytvd-2997524-2026-09-18,india,india-today,summarize,failed,copied_source,,3674,534,0,"0.915 of the summary is one unbroken run copied from the source, which republishes the article instead of summarizing it",293,72,230160,158734,71382,6674,366,5169,534,3,work,True,6,chartable,2,label,152521,7784,3291,42,1837,summarize_and_plan,6213,63598,3383,324,3332,,1.198282,0.6,0.6,1.0,1.0,0.0,0.5982824311780521,0.0,0.0,1,False,False,2,article,2026-09-18T07:22:52Z,feed,2026-09-18T07:34:33Z,2026-09-18T08:55:54Z,17,20,4650863,33,51,193,0,0,160314,69823,22181,True,,44,230527,2,113,55.82,98.49,0,3332,True,9.53,5.4,8.21,5.09,stop,stop,False,AMD EPYC 7763 64-Core Processor,97.88,99.73,96.94,5.73,13228826624,13295886336,1369128960,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,True,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-ne4xef13qb0hbm08,ab89d73c23bac115d008220287d440c82472e135c930056dffa8f477b09d90bb,https://dnaindia.com/india/report-gurugram-hit-and-run-case-sia-s-family-demands-arrest-of-2-more-suspects-says-fight-is-against-crime-3220739,india,dna-india,publish,ok,,,5599,946,112,,1869,93,508721,201792,306667,8675,1496,6748,946,3,work,True,0,narrative,2,label,194930,245944,3707,1205,1837,summarize_and_plan,6862,60723,4968,291,4911,,1.186547,0.6,0.6,1.0,1.0,0.0,0.5865468923934402,0.0,0.0,1,False,False,2,article,2026-09-18T06:52:00Z,feed,2026-09-18T07:34:33Z,2026-09-18T09:35:24Z,18,20,6732782,432,418,990,0,0,441104,67595,,,7288,262,517979,8,,49.55,98.85,0,4911,True,9.59,4.9,8.31,4.79,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.21,99.96,96.55,4.9,13608001536,14082838528,1122267136,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,False,0.2,,
2026-09-17T12:00,2026-09-18,2026-09-18-35319453535,india-m04mxttqbr91nc99,a0094eeb575e121ab1291444e9bc23cb8ab248562efbfa0d23f62e17c7c29ab6,https://thefederal.com/category/states/west/maharashtra/rainfall-deficit-maharashtra-drought-sharad-pawar-seeks-relief-256934,india,the-federal,publish,ok,,,3961,618,87,,513,85,857355,248791,608511,10433,2851,8078,618,3,work,True,29,chartable,2,label,241710,443163,4141,2101,1837,summarize_and_plan,7081,165348,6292,750,6241,,1.171991,0.5938775510204082,0.6,1.0,0.9897959183673469,0.0,0.5781129499402061,0.0,0.0,1,False,False,2,article,2026-09-18T06:29:26Z,feed,2026-09-18T07:34:35Z,2026-09-18T09:10:13Z,19,20,4878463,39,4,453,0,0,684884,172443,83115,True,2089,53,860050,8,377,44.36,99.19,0,6241,True,9.53,4.74,7.2,4.54,stop,stop,False,AMD EPYC 7763 64-Core Processor,98.95,99.97,96.86,5.51,13214715904,13295886336,1409232896,,qwen3-5-9b-q4-k-m,q4_k_m,65536,1,4,512,900,6491,4735,True,0.2,,value_error
