version,date,run_id,job,shard,fingerprint,cpu_model,cpu_vendor,cpu_family,cpu_model_number,cpu_stepping,microcode,cores,threads,l3_cache_bytes,mhz_max,mhz_at_probe,flags,boot_seconds,memcpy_gib_s,memcpy_probe_mib,vm_size,vm_location,vm_zone,vm_fault_domain,runner_name,measured_at,model_load_ms,job_seconds,server_prompt_tokens,server_prompt_seconds
2026-09-20,2026-09-26,2026-09-26-36238966556,work,1,5301d30a5a74b44c,AMD EPYC 7763 64-Core Processor,AuthenticAMD,25,1,1,0xffffffff,2,4,33554432,,2645.0275,avx2 f16c fma sse4_2,273.47,41.09249662103569,512,Standard_D4ads_v5,northcentralus,,0,GitHub Actions 1000039390,2026-09-26T11:32:28Z,,,,
2026-09-20,2026-09-26,2026-09-26-36238966556,work,1,,,,,,,,,,,,,,,,,,,,,,,4593.679,8262,31974,3665.57
