version,date,run_id,item_id,url_key,canonical_url,vertical,source_id,stage,outcome,code,http_status,source_chars,source_words,summary_words,detail,fetch_ms,extract_ms,summarize_ms,prefill_ms,decode_ms,input_tokens,output_tokens,cached_tokens,source_words_before_cap,shard,span_integrity,elements_found,element_class,model_calls,call_1_kind,call_1_prefill_ms,call_1_decode_ms,call_1_input_tokens,call_1_output_tokens,call_1_cached_tokens,call_2_kind,call_2_prefill_ms,call_2_decode_ms,call_2_input_tokens,call_2_output_tokens,call_2_cached_tokens
2026-08-30,2026-08-30,2026-08-30-1,world-6087127165,04085ebdff1a187d019dcdffc76811e0ffaa2dc1431499ace1666356d94f11cf,http://africanews.com/2026/08/30/dozens-of-soldiers-arrested-in-niger-after-attempted-mutiny,world,africanews,publish,ok,,,2496,384,70,,1134,38,93393,55192,38191,1468,214,931,384,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-3210638608,69619b6b9c5ee91009e2453f41bdfcf999ca8f97e41338134ce4903c9e8aa9f8,http://africanews.com/2026/08/30/zimbabwe-at-least-27-people-dead-after-minibus-and-truck-collide-head-on,world,africanews,publish,ok,,,1018,166,68,,215,32,67176,29125,38043,1205,216,922,166,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-3280041570,2317b7ce7cfeca62af3368445a5c8c8113c604b4bf90d9e355d58e8fd89b9b3f,https://thehindu.com/news/international/nepal-warns-of-more-possible-floods-as-communities-grapple-with-devastation/article71407092.ece,world,thehindu-intl,publish,ok,,,2911,474,58,,289,50,111170,73274,37885,1637,208,922,474,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-5520529228,4b593a4eb6cc0b4cc0995323b15b589909a1d2ae3fd5dfadaf825e7de99f34de,https://dw.com/en/nepal-issues-fresh-flood-warning-as-3-000-still-missing/a-78561068?maca=en-rss-en-world-4025-rdf,world,dw-world,publish,ok,,,3026,491,71,,2469,36,117785,72924,44849,1633,249,922,491,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-0700326285,9b090489d507f98d1f512eb638e322ea4ec02440267594a7fde2a0c8b9571951,https://abc.net.au/news/2026-08-30/critical-incident-at-the-bend-motorsport-park/107095364,world,abc-au-world,publish,ok,,,1035,163,59,,802,65,61292,27962,33321,1194,189,922,163,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-8459801264,a82a726107ab4ab0fb11b81de305a359d7a0b22257b74ef4c033198bf4114276,https://lemonde.fr/en/summer-reads/article/2026/08/30/isabelle-huppert-the-way-i-enter-the-stage-is-fundamental_6756979_183.html,world,lemonde-en,publish,ok,too_short,,209,35,32,,1367,125,128265,104599,23658,1021,130,0,35,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-8327361822,867f93c9dcd6a91e05e3168e2087345b2c2ab8d053a5819b82364eac76dec383,https://thehindu.com/business/Economy/committed-to-conclude-trade-pact-talks-this-year-with-chile-centre/article71407223.ece,india,the-hindu-national,publish,ok,,,1375,193,63,,148,41,66126,32302,33815,1238,191,922,193,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-5168014431,c67628296e20fc5f35489e93df84c1a814f21eb48c1a96eba75ced60953db3d3,https://timesofindia.indiatimes.com/india/from-drug-free-india-to-vocal-for-local-top-quotes-from-pm-modis-137th-mann-ki-baat/articleshow/133624703.cms,india,toi-india,publish,ok,,,3392,546,72,,391,102,134156,82336,51808,1726,282,922,546,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9414466886,20a73e092a95e1467e61f67e0320afc4bce1570a30ed4f370d4d4bf9efd7d5c3,https://timesofindia.indiatimes.com/technology/tech-news/bill-gates-nvidia-ceo-jensen-huang-does-not-agree-with-you-says-i-love-bill-but-he-is-wrong-as-/articleshow/133622598.cms,india,toi-top,publish,ok,,,3515,616,58,,41,106,112128,82681,29393,1727,155,922,616,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-6939172513,9b9cd15eb4fb02a1696645a41d0ecbd695806e9d4b89d2743ca649c4ab5e3724,https://indiatoday.in/india/video/muslim-clerics-laud-rss-chief-mohan-bhagwats-inclusivity-message-delivered-in-new-york-ytvd-2982907-2026-08-30,india,india-today,publish,ok,,,4000,598,81,,1574,68,138509,84939,53557,1748,290,922,598,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-6213109831,4fb3f3187611144723acca4f392b2c4eade98a1251bc8bb19fb64ee5038defcd,https://indiatoday.in/india/video/neet-pg-shocker-drunk-aspirant-enters-exam-hall-in-telanganas-ibrahimpatnam-sent-out-ytvd-2982898-2026-08-30,india,india-today,publish,ok,,,3712,548,72,,87,67,121677,79191,42432,1692,230,922,548,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-3687517578,777113c398f5b18a8dd33a84c2877a28744d1609aeb69f233697b289d0efd649,https://thehindu.com/news/international/nepal-flash-floods-live-updates-death-toll-rescue-operation-missing-person-tibet-border-glacier-collapse-news/article71406948.ece,india,thehindu-all,publish,ok,,,970,160,72,,126,58,78388,30255,48027,1217,265,922,160,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9627837012,748da5a9fcf55a5403933003edac07f7695f629b17ab84e08b380506dd55c1a9,https://timesofindia.indiatimes.com/real-estate/news/delhis-mpd-2047-launched-by-dda-from-property-rules-to-development-norms-10-key-faqs-answered/articleshow/133625480.cms,india,toi-top,publish,ok,,,5804,888,132,,33,69,213432,140438,72936,2286,377,923,888,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-1753991834,d4feb4b32be7e29a7b3bca6272a46decc0b37807052dfcb9df7e6abe4598c1b5,https://thehindu.com/news/international/switzerland-aarauer-rave-party-shooting-victims-police-operation/article71407132.ece,india,thehindu-all,publish,ok,,,1468,246,64,,93,40,78163,40400,37754,1316,208,922,246,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-7065095689,aeef66c00ca3620977477318391b8c3bfcd5d313b249fc9ff0c03391976ea464,https://thequint.com/news/breaking-news/aap-leader-gurpreet-singh-gopi-shot-dead,india,the-quint,publish,ok,,,3065,471,71,,572,61,109472,68266,41195,1587,219,922,471,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-5564599345,7da43d6c2268dc316e8f50cf82b0996e48297ec5f7d7d5016df30ad94c87e38b,https://thehindu.com/business/Economy/mcap-of-7-of-top-10-most-valued-firms-erodes-113-lakh-crore-airtel-reliance-worst-hit/article71407087.ece,india,thehindu-biz,publish,ok,,,2182,326,65,,133,39,127028,80455,46563,1705,248,922,326,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9238315752,95e3efc94ddc16e81f6b942d3fb0b019dcf61a3676d169523c6f16fad9819f3b,https://frontline.thehindu.com/newsletter/once-upon-a-time/history-of-student-protests-youth-challenge-political-power/article71404319.ece,india,frontline,publish,ok,,,10203,1715,104,,437,41,300428,240971,59343,3252,301,923,1715,0,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,ai-8960458367,8c8549da4158b27f6f98378440a5e31197c5d110bc957a2e736aefd1306c8aaf,https://bbc.co.uk/news/articles/cew92lp2g45o?at_campaign=rss&at_medium=RSS,ai,bbc-tech,publish,ok,,,6200,1074,106,,370,71,302368,245182,57122,2420,322,0,1074,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,energy-2611346307,84e23a80ccec1b8371afa9a5179e5d789648cbd14715e1ac50d3ba2e65097ca0,https://oilprice.com/Energy/Crude-Oil/US-Eyes-18th-Century-Law-to-Seize-and-Sell-Iranian-Oil.html,energy,oilprice,publish,ok,,,4073,618,92,,1653,42,218424,172852,45558,1706,261,0,618,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,energy-1546925180,245ce0abc382807c0ea6984e23896a402662681c936e6c84615cb8cdca77543b,https://insideclimatenews.org/news/29082026/california-dairy-farm-biogas-project,energy,inside-climate-news,publish,ok,,,13777,2203,170,,668,50,468934,402067,66742,3926,356,0,2203,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-8563606422,b26f8de5a18f4f96b56730ab0a6515fa26a4a41020d1d7fe3992d9a004a4f868,https://bazaar.businesstoday.in/technology/story/tim-cook-apple-legacy-5-products-that-changed-the-company-under-his-leadership-1444491-2026-08-30,business-economy,business-today-in,publish,ok,not_prose,,3909,776,36,,278,62,290677,254757,35868,2514,200,0,776,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-6383695024,4c398fb6ed5620b01c00f243d35c32dd1824d0fabffd979b9fca3787a632dbcb,https://aljazeera.com/news/2026/8/30/iceland-rejects-eu-membership-plan-in-referendum?traffic_source=rss,business-economy,aljazeera-economy,publish,ok,,,1391,233,76,,1659,27,79346,37090,42212,1287,245,922,233,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-0167490357,a6185e4056fde335cb8c0261ef1260c8a4dc34736fc466282588ca90ca68ada3,https://marginalrevolution.com/marginalrevolution/2026/08/china-fact-of-the-day-81.html,business-economy,marginal-revolution,publish,ok,,,1012,156,57,,475,14,64844,27355,37480,1190,220,922,156,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-6964349545,53a7eb9d4555ea6900760a67c796c2d2cb63f8859cef887b910d45ae355dc00f,https://seekingalpha.com/news/4638047-trump-seeking-ways-to-shield-farmers-from-expansion-of-refinery-biofuel-waivers-report?feed_item_type=news,business-economy,seekingalpha,fetch,failed,http_client_error,403,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-8070071377,f9de518fbd309051cd4b718eac8323c6a118be6a40c19a5c941f59620362114c,https://english.elpais.com/culture/2026-08-30/erin-brockovich-is-back-the-activist-hollywood-turned-into-a-heroine-is-now-taking-on-meta-and-google.html,world,elpais-en,publish,ok,,,13652,2093,146,,766,73,339620,280061,59380,3640,319,924,2093,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-4407666172,c4af524fa681e9fc9b4e1ebb885368f468ca190a73110ce3467a4f4c8986ae79,http://euronews.com/my-europe/2026/08/30/iceland-votes-no-to-further-eu-accession-talks-in-tight-result,world,euronews,publish,ok,,,2873,447,108,,1081,62,122988,74423,48553,1654,279,922,447,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-7682627246,0365873c44bda6aede6e83dd4618dfe15e513f5388a363a196744b80e3f374d7,http://euronews.com/2026/08/30/nepal-warns-of-more-possible-floods-as-communities-grapple-with-devastation,world,euronews,publish,ok,,,2853,462,54,,321,62,102377,67322,35003,1584,203,922,462,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-1371683035,f35681d9bbc41cdbedcbce170037bfe12ce9433cb8b0e97d09d6722542611b71,https://theconversation.com/nairobis-expansion-is-swallowing-up-rural-land-new-book-reveals-the-impacts-on-families-289739,world,conversation-africa,publish,ok,,,7004,1147,103,,588,32,202257,156301,45891,2459,258,923,1147,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-5055788032,94e721b8da6d400002571be402f830586984e0234765980a0cffafc240814688,https://thehindu.com/news/international/pm-modi-joins-yoga-session-in-uzbekistan/article71407190.ece,world,thehindu-intl,publish,ok,,,1730,278,84,,624,40,93025,46053,46962,1376,271,922,278,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-1273383916,be76b362c64ec7ec0ea5627dafdd096a09c935017936406ab89e604b1abcb87c,https://japantimes.co.jp/sports/2026/08/30/tennis/tennis-makes-progress-diversity,world,japan-times,publish,ok,,,2451,406,55,,1310,45,101341,64231,37100,1553,216,922,406,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-3683931166,85813c44708eac1e20fee17a9ae24becd30fa846144d08fb5e201ff8ada3200c,https://france24.com/en/europe/20260830-one-killed-five-injured-in-shooting-at-rave-in-switzerland,world,france24,publish,ok,,,842,150,60,,885,46,57801,24734,33060,1164,195,922,150,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-0136970291,b1c47c3801b1b833308e733e29dbb5c998beb25b177eb2a56d80c0c401fd94fd,https://english.elpais.com/culture/2026-08-30/angelique-kidjo-the-artist-who-changed-how-the-world-listens-to-africa-now-has-a-star-in-hollywood.html,world,elpais-en,publish,ok,,,10374,1678,136,,835,71,284810,227474,57263,3147,308,923,1678,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-0435221245,9d8093cf82c6aafd94fd718b2dae0343dda2748289a3fb3a062d8f1004ffa414,https://npr.org/2026/08/29/nx-s1-5947879/srebrenica-survivor-ahmed-hrustanovic-reflects-on-ratko-mladics-death,world,npr-world,publish,ok,,,4930,902,143,,710,32,203414,136810,66495,2265,371,923,902,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-0304838348,9f19418f54a99acc861af63df10fcf688c66a3fafde5626572cbed6eeaf0e5b3,https://timesofindia.indiatimes.com/india/neet-pg-2026-exam-at-jaipur-centre-rescheduled-to-september-5-over-power-outage/articleshow/133625332.cms,india,toi-india,publish,ok,,,527,85,59,,771,85,54921,19510,35402,1114,209,922,85,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9445880031,dab5da2d5e72bcdf26da79de3f1edb3924c6c8ff6385e3fa3382c734f4d31332,https://thehindubusinessline.com/companies/expect-demand-for-electric-cv-to-remain-strong-tata-motors-md-ceo/article71407037.ece,india,thehindu-business,publish,ok,,,2257,383,75,,432,35,97147,56697,40440,1477,235,922,383,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-1300981688,ea0128e6bb402bb88cbcdf7fb8346f3ac49a8c6ca0e08d984f8853ff42936fd8,https://livemint.com/companies/news/openai-ends-cursor-deal-is-elon-musk-responsible-for-sam-altmans-company-cutting-off-ai-models-what-we-know-11787999816381.html,india,livemint-companies,publish,ok,,,4467,694,67,,326,33,135989,100806,35171,1914,202,922,694,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-1534316799,242471f4fb9cf8ffef138f66b1d5ca6efb994da5267d00b96fdc248c83c9943c,https://thehindubusinessline.com/economy/iran-uae-rift-clouds-brics-summit-as-india-races-for-consensus/article71407258.ece,india,thehindu-business,publish,ok,,,3835,585,75,,197,36,116925,79759,37114,1706,215,922,585,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-8016506288,2fd038e445ff95b05319913886f4201a5db7e9da397137e5dc618702f66b1f20,https://deccanchronicle.com/southern-states/telangana/ghmc-commissioner-inspects-moosarambagh-bridge-nalgonda-flyover-works-1983455,india,deccan-chronicle,publish,ok,,,1033,148,74,,2625,42,71211,30025,41112,1218,241,922,148,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9048483981,8a145099fb880c8d72c6b32ab496a7c0c47d6367a225c64f8d32da1573bbe3ab,https://thequint.com/opinion/in-mohan-bhagwats-nyc-visit-a-divided-diaspora-new-definition-of-a-hindu,india,the-quint,publish,ok,,,10360,1647,119,,448,81,285070,230033,54925,3166,295,923,1647,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-5792590493,c860c25c02faf29dca730fd3144b5b148eb49bc888949d39f26e7cc039533017,https://freepressjournal.in/entertainment/enjoy-whats-right-in-front-of-you-deepika-padukones-naina-talwar-gets-special-tribute-from-the-academy,india,free-press-journal,publish,ok,,,2490,389,64,,468,21,101492,66649,34831,1579,203,922,389,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-9100433460,f8599f79a28dbc3418ade42e77c7af1aefa38a39de2b5502fe858e144c2733b0,https://hindustantimes.com/business/hdfc-ceo-sashidhar-jagdishan-to-not-seek-reappointment-set-to-step-down-in-october-101788072876875.html,india,ht-business,publish,ok,,,3249,530,61,,443,56,120930,81252,39667,1722,228,922,530,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-1756339812,bf668d4d3dba4a649f56185d9cf3b5ff9eb6c7fdae25c5a799af22ee02272375,https://economictimes.indiatimes.com/markets/stocks/news/nifty-weekly-outlook-nifty-trapped-in-23900-24750-range-fresh-buying-should-remain-selective/articleshow/133624648.cms,india,et-default,publish,ok,,,3146,493,63,,393,79,130953,81403,49466,1721,286,922,493,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,india-8649385555,132df1631c2d1e534e9897fdd28ed48643bfc75a8e1790741debeddebc17e53a,https://thehindu.com/business/south-korean-machine-tool-player-dn-solutions-opens-its-first-india-plant-in-bengaluru-at-an-investment-of-600-crore/article71392108.ece,india,thehindu-biz,publish,ok,,,5091,754,129,,237,42,163760,110482,53159,2003,302,923,754,3,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,ai-7652243185,90b97f2dfd40f6f1e9a7149d67d9b5746281294a0e50889e06d2f5a299821df0,https://fastcompany.com/91597254/the-best-privacy-tools-for-using-ai-without-giving-up-your-data?partner=rss,ai,fastcompany-tech,publish,ok,,,1641,277,61,,1117,68,168346,134194,34109,1326,198,0,277,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,ai-1669622782,c956937e9f5f63fe45953f30c9e3f433f9a3726b0f9ed029198100842d59855c,https://the-decoder.com/ai-generated-videos-are-already-displacing-actors-and-livestreamers-across-chinas-entertainment-industry,ai,the-decoder,publish,ok,,,1443,221,79,,4215,24,83078,39264,43805,1307,252,922,221,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,energy-9192555712,6df3a5871c8624c0943b2c8b24a0ced4b19dbe86a1e6b7d1c924a7787a608c63,https://electrek.co/2026/08/29/illinois-just-made-40-mph-e-bikes-street-legal-but-theres-a-huge-catch,energy,electrek,publish,ok,,,8254,1295,114,,832,37,330498,279363,51059,2745,281,0,1295,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,energy-2492116826,6d5b9ea92f20375ae9c7dc3fbc672e6deaf87428c5317c12294df5c571d8990e,https://cleantechnica.com/2026/08/29/top-selling-electric-vehicles-in-the-world-27-ev-share-in-july,energy,cleantechnica,publish,ok,,,15357,2718,170,,885,40,598566,515007,83423,4962,422,0,2718,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-9703727274,74bedf3d9d89f0aadc182f1dfae3ecf512d53c91274fa014fb3042a338828fda,https://channelnewsasia.com/business/malaysia-reinstate-300-litre-monthly-limit-citizen-ron95-transport-fuel-pm-says-6350251,business-economy,cna-business,publish,ok,not_prose,,261,40,31,,851,103,131383,105951,25424,1045,149,0,40,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-1231838811,ffa11f0840f1fa5bae1c7b796880aed82727e8f065e1481cd7b62a9b51ec7273,https://theguardian.com/commentisfree/2026/aug/30/trump-economic-d-day-iran-stakes-higher-war,business-economy,guardian-business,publish,ok,,,5539,849,124,,892,40,160210,110012,50145,2000,277,923,849,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,business-economy-8803168138,5b6ef85e4da9478af736ae63f80a7f35f0b941e6b3791be37b7e4b01c0f20b14,https://qz.com/best-destinations-world-fall-foliage,business-economy,quartz,publish,ok,,,23478,3665,156,,533,89,671880,612086,59637,5891,298,0,3665,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-1608739010,377f44bf14ebf0c20017fa1e1e8d939603fc359597d0bbd3560b35d5294b678a,https://news18.com/world/from-netflix-tesla-to-us-beer-canadians-boycotting-american-products-amid-tariff-row-10299916.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-9437265731,7a973fb95ae973437ccf85a8978d84ca825940863e9a78582e9394809fa65718,https://theguardian.com/politics/2026/aug/30/pc-andrew-harper-killers-excluded-early-release-scheme,world,guardian-world,publish,ok,,,5112,852,98,,476,55,154127,112918,41137,2027,225,923,852,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-7370645403,486118a8f24ffb9b8c1f21d292676c64814e9e2a4237839b6a186b39d21633b3,https://scmp.com/tech/tech-trends/article/3365740/not-token-effort-beer-meets-artificial-intelligence-bar-chinas-capital,world,scmp-news,extract,failed,paywalled,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-7947077715,056630858bb9285395feedd70540baec8eeca663e56e103631060bd25c00d529,https://news18.com/world/pakistans-navy-boost-a-message-for-india-exclusive-on-karrar-exercise-ws-l-10300305.html,world,news18-world,fetch,failed,http_client_error,403,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-0649849172,975f661226222d540c2d6c83178424f9b40ac04217ffca71458e11878b9b8fb2,https://theconversation.com/food-garden-or-swimming-pool-south-africas-water-crisis-isnt-just-about-a-shortage-its-about-equality-287716,world,conversation-africa,publish,ok,,,6264,1037,123,,781,32,183778,131141,52450,2204,285,923,1037,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-5952286601,ba1ecc655563db899c22fb3b22a41aa06b81bff04472edbab1bc7a4df47bc9e9,https://aa.com.tr/en/world/venezuela-says-oil-deal-with-us-to-remain-in-effect-for-25-years/4041336,world,anadolu-world,publish,ok,,,3515,558,91,,5321,201,128937,80389,48535,1710,275,922,558,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-2150012466,6443be8b2a314a32e59935659681099f3f1fa75ac58f4560d76f15359646bf4f,https://apnews.com/article/switzerland-shooting-rave-aargau-843e1c1cc57e1a0cb379851007ea6ba8,world,apnews-world,publish,ok,,,1746,299,64,,354,214,81620,46207,35364,1376,206,922,299,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-8485279837,2aad29cebd9fb85d3d81650572271803c39237fbdbd865b76ea5396a92969aca,https://france24.com/en/asia-pacific/20260830-putin-xi-set-for-central-asia-summit-as-russia-china-seek-to-counter-western-influence,world,france24,publish,ok,,,4330,687,71,,852,51,139133,99833,39289,1897,219,922,687,1,,,,,,,,,,,,,,,,
2026-08-30,2026-08-30,2026-08-30-1,world-9943524988,75d4272c95aeae7cc707b62bb6bbc8e6b60605664c618f6172751385670e14e8,https://npr.org/2026/08/29/nx-s1-5948759/iceland-european-union-referendum-vote,world,npr-world,publish,ok,,,2073,358,78,,770,26,94444,52677,41718,1437,238,922,358,1,,,,,,,,,,,,,,,,
