version,date,payload_bytes,payload_digest,validator_version
2026-09-08,2026-09-26,320578,ac47b955e6a9437dc1c4e58d4edd7cb8d8b0845207687ae945d1910eafa3be63,e5fc99b06ca28d5addc824590e465f8047ab39b8da29ae8499a9c5e88c62051c
