version,date,run_id,job,shard,fingerprint,cpu_model,cpu_vendor,cpu_family,cpu_model_number,cpu_stepping,microcode,cores,threads,l3_cache_bytes,mhz_max,mhz_at_probe,flags,boot_seconds,memcpy_gib_s,memcpy_probe_mib,vm_size,vm_location,vm_zone,vm_fault_domain,runner_name,measured_at,model_load_ms,job_seconds,server_prompt_tokens,server_prompt_seconds
2026-09-20,2026-09-25,2026-09-25-36110083579,assemble,0,7b85fba03e3e11e3,Intel(R) Xeon(R) 6973P-C,GenuineIntel,6,173,1,0xffffffff,2,4,503316480,,2849.946,amx_bf16 amx_int8 amx_tile avx2 avx512_bf16 avx512_fp16 avx512_vnni avx512f avx_vnni f16c fma sse4_2,137.91,24.542430917967405,960,Standard_D4ds_v7,centralus,,0,GitHub Actions 1000039268,2026-09-25T10:25:08Z,,,,
