version,date,payload_bytes,payload_digest,validator_version
2026-09-08,2026-08-21,11547,01046d040ca00faf5a0904d95f58acba0243740ca06dae2aa84f1f5a17edf650,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-22,27985,756999e468e49ae6b225548cc45582a8e970277ae834d3484bb16a6b355b30e9,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-23,400241,907b78cdd371c458e73675fa110c5c0ab133c714344b0007194f6437f979b0ef,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-24,1924051,59eaf4d09080373f0f317059cdee3ccb58f005e7c18710985bb12c201f35ad6d,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-25,1908570,79f31d3be2a0bebe3f6fddd2dce7face7296c7e232db41a4dbd8d8e7e43137cc,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-26,1643281,6f6c159a8a62a37732fc65a783364a979cfb3950f583e7ba8d11c21dad3c7b79,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-27,839022,83bde152d2477ad8e4d5d07aabd668d29275d27bdba18383363bc9b1888bcdc3,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-28,294931,d6c3e8ded1d94c7e9554931a25bdbcd5338d8bdfbb1476885f52c23013cf6869,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-29,922118,c7e962695ab9b6df79a7afe4381b6a5833f4ffea791cbcae32251eb935d47ac4,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-30,1066895,fbc515a9c19b4ce5cb00d4eee03927ea9127072f38cefdd43209355746400b4a,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-08-31,1577606,50bf3e75d0123ee9431806b1e061dbeba16983355d49c14c7e39ea1d5a5bd83e,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-01,1700331,5481168f915f1669f6dc2484e54bfa17930db3e331d971cf048ad3caf2435b5d,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-02,1455793,64c66ae2b0d28c31363c41c6ab9ab9fd04a6ba7d6f4a65632816ac8f10702ad2,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-03,1608246,a971b21a4319f6ae5ee85e47f7271ecfce962dc9d03b2af6bb4e53bdc2c1d971,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-04,1564940,5731b009c72b74aff288cb5b1afbd179d2cb7d8e39add2e7b79e6940f4dc363e,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-05,999950,d3b0b796a67a765da23dda8367103146954117d1dbdc793da9ecbced3c1a2eee,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-06,1022924,ced686527bad86295550adeec3925e796fe8a926e1d2f43f4ae743e6a2542df2,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-07,898835,4a4a0e15fb452672f1554568469186fecfdc2c3f1b79f22d3c120a63be37ea3c,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-08,722565,8e34d5067c1c9ab2f99459227e7630b7041a2c48d2111838f5dec0e8d5486d75,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-09,932992,67e689ce90175cfc4c5419c4fddab62d17321b6abd9833743f98b739f3e77341,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-10,904651,156dd2a3a3ec8ed8abea499804f6d85bee4be10289d7b2fb54c27588d597cf1d,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-11,928021,0d8c7da534d0fe0a42b1151fda093e7b6370bafa6877fb4eda04e2c4b24e2057,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-12,888914,b77deab8820deb7b73716a174749e164374a001b6b27922be2c6b490ff7faf62,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-13,191216,ac2fecf077628a72243fe9e838e5fc52b1b588772f7de56cf5313e0ab9c8cf68,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-13,193662,04e74aa4f32983698f48f248ab5245732ba1a62321fdc56b6cbfbcf703059051,f4f57ca78a7c5456a1a97a9cba28a320c3a17621473ac79883655f7fc6cb1e61
2026-09-08,2026-09-14,372,c37269df21db9764014e6ead26cdf73a3ffc0bcc06c963b6e9d019487a338992,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-14,458,8a64742e033babb0053cedc71157ab21c3f4dfc7a0548f7fb5188cb236b24946,5aec4876dcaeda73d94521d1906f683a705f273ac00ab87c4a0d18459986c16e
2026-09-08,2026-09-14,36232,0ae0211f5bf383c827a4d7fb2d71f51bd4cfc5bc298da6a44776067c19407815,f1b35d97bfe6a920eb869f8e469610e692cb44bb435cc54ace9b38cb96d6d60d
2026-09-08,2026-09-14,36318,bb55a65ae871ae2320bafa4ae646bac43160cedcb8c9e79f93cbde11860dfac2,f1b35d97bfe6a920eb869f8e469610e692cb44bb435cc54ace9b38cb96d6d60d
2026-09-08,2026-09-15,174711,e097a9745be8187306f01d7fe58abaca99126404fb771a062da62a110f45e861,f1b35d97bfe6a920eb869f8e469610e692cb44bb435cc54ace9b38cb96d6d60d
2026-09-08,2026-09-15,291020,54840c4f1838e165c3bcc463878bb5a3a5fafb467dce141959e2ab075e7318cc,f1b35d97bfe6a920eb869f8e469610e692cb44bb435cc54ace9b38cb96d6d60d
2026-09-08,2026-09-15,493831,6331c80143e7d0a0b42f67e2ef3f0656858dba50f44b5a449d09c7ed64635859,6a9ed86e24bebaa3cd39fb36ebf92f5dd3b9a7d84f1ab8ba3de5641001ea7388
2026-09-08,2026-09-16,187920,641587d0de0fe93e3f150907c556e0e4bc36d0c52faf64e4d453a19207f22b5b,3069a1d2f6ccbee19310a67970930cddb66036c61da6f65850d3a9191b908047
2026-09-08,2026-09-16,378803,c887f4e82ac46b4924f5498f6689aa8138a4287a284f0b89f30880c368137049,3069a1d2f6ccbee19310a67970930cddb66036c61da6f65850d3a9191b908047
2026-09-08,2026-09-16,566379,aa04d861c5782aac80c4924bcf23f209b544d034ec6bb3802324303cd5626eed,3069a1d2f6ccbee19310a67970930cddb66036c61da6f65850d3a9191b908047
2026-09-08,2026-09-16,757250,276a322ee9a228c6df5e79576b25397884a20c772b495f5bc5797c975ef906ab,3069a1d2f6ccbee19310a67970930cddb66036c61da6f65850d3a9191b908047
2026-09-08,2026-09-16,954433,ab57374e829a043e3ec7757e11b9eef7c425b8047f623c0392d6fa6960317e21,16ebb616c6805795a3a3b95f6b6e10d14e454f87cbcd1a2ab12f77acb748260c
2026-09-08,2026-09-17,192437,4ded86018b5aacc4b2c3e9e3ff589818d0a8736a7ef87f9e0fc2c00dc6c2b2f2,2d78e4348161db199a68f72c7aca971a41b5e0ae3dd21651afc951bf2d045e36
2026-09-08,2026-09-17,364896,3e6bb7aaec34eb08771c0fb89fa2dd4d829c3b0e6c9cb2b3b2d0a887c3c4bdc6,2d78e4348161db199a68f72c7aca971a41b5e0ae3dd21651afc951bf2d045e36
2026-09-08,2026-09-17,547976,b9b587e71ee25f3623b81139ba615c8c8eb8475305d839553bf87722db66b17e,2d78e4348161db199a68f72c7aca971a41b5e0ae3dd21651afc951bf2d045e36
2026-09-08,2026-09-17,732041,dcf7dc6869697d5060acd2cb20bd6bb4c251974f6f33cdf37266f7f5d498d159,55ed35decc916be5da359b30f687b906c831bcd9092dd637c56f994813f05c9d
2026-09-08,2026-09-18,181344,339e52d040086e50eba991d0cf34fd296b3f3a38ddd6be09968146f24d3bc9b6,55ed35decc916be5da359b30f687b906c831bcd9092dd637c56f994813f05c9d
